GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_TotalRounds,Team2_TotalRounds
49882,34563,Haven,1211,4460,Totoro Gaming,Number One Player,1,13,9
49883,34563,Breeze,1211,4460,Totoro Gaming,Number One Player,1,13,9
48056,30865,Bind,4693,1323,Villains Esports,Nebula,1,13,6
48057,30865,Ascent,4693,1323,Villains Esports,Nebula,1,17,15
49897,34568,Ascent,4456,6094,Underdog,ZHUQUE,1,13,4
49898,34568,Icebox,4456,6094,Underdog,ZHUQUE,2,7,13
49899,34568,Haven,4456,6094,Underdog,ZHUQUE,1,13,5
49888,34565,Ascent,5461,5944,Invictus Gaming,Night Wings Gaming,1,13,7
49889,34565,Haven,5461,5944,Invictus Gaming,Night Wings Gaming,1,13,10
49894,34567,Ascent,5504,4683,O2 Gaming,Invincible Gaming,1,13,9
49895,34567,Bind,5504,4683,O2 Gaming,Invincible Gaming,1,13,9
49852,34217,Icebox,4837,3548,Shopify Rebellion,TSM X,1,13,7
49853,34217,Breeze,4837,3548,Shopify Rebellion,TSM X,1,13,3
49843,34214,Bind,4837,4475,Shopify Rebellion,Gen.G Black,1,13,9
49844,34214,Split,4837,4475,Shopify Rebellion,Gen.G Black,2,7,13
49845,34214,Icebox,4837,4475,Shopify Rebellion,Gen.G Black,1,13,4
49846,34215,Icebox,3548,6115,TSM X,Grilled Cheese,1,13,11
49847,34215,Split,3548,6115,TSM X,Grilled Cheese,1,13,7
49413,33311,Haven,1034,188,NRG Esports,Cloud9,2,2,13
49414,33311,Breeze,1034,188,NRG Esports,Cloud9,2,5,13
49415,33311,Split,1034,188,NRG Esports,Cloud9,1,13,10
49416,33311,Icebox,1034,188,NRG Esports,Cloud9,2,11,13
49831,34210,Bind,4837,4924,Shopify Rebellion,24Haven,1,13,5
49832,34210,Haven,4837,4924,Shopify Rebellion,24Haven,1,13,5
49840,34213,Breeze,6115,4607,Grilled Cheese,Just Breathe,1,13,7
49841,34213,Ascent,6115,4607,Grilled Cheese,Just Breathe,1,13,10
49336,33043,Icebox,2917,4808,Enigma Gaming,Salt Esports,1,13,6
49337,33043,Haven,2917,4808,Enigma Gaming,Salt Esports,1,13,5
49321,33038,Haven,799,910,Velocity Gaming,Exceeli Esports,1,16,14
49322,33038,Icebox,799,910,Velocity Gaming,Exceeli Esports,1,13,9
49562,33487,Haven,694,1110,Bren Esports,Alter Ego,1,13,8
49563,33487,Ascent,694,1110,Bren Esports,Alter Ego,1,13,6
49410,33310,Split,188,5248,Cloud9,Evil Geniuses,2,11,13
49411,33310,Ascent,188,5248,Cloud9,Evil Geniuses,1,13,10
49412,33310,Icebox,188,5248,Cloud9,Evil Geniuses,1,13,3
49407,33309,Icebox,4315,1034,Squirtle Squad,NRG Esports,1,13,10
49408,33309,Haven,4315,1034,Squirtle Squad,NRG Esports,2,9,13
49409,33309,Bind,4315,1034,Squirtle Squad,NRG Esports,2,1,13
49404,33308,Haven,473,5248,Built By Gamers,Evil Geniuses,2,11,13
49405,33308,Ascent,473,5248,Built By Gamers,Evil Geniuses,1,13,9
49406,33308,Icebox,473,5248,Built By Gamers,Evil Geniuses,2,15,17
48569,31476,Icebox,4894,420,Keyd Stars,Team Vikings,1,13,6
48570,31476,Haven,4894,420,Keyd Stars,Team Vikings,2,6,13
48571,31476,Split,4894,420,Keyd Stars,Team Vikings,1,17,15
49395,33305,Icebox,4315,6007,Squirtle Squad,Serenity Black,1,13,5
49396,33305,Haven,4315,6007,Squirtle Squad,Serenity Black,2,8,13
49397,33305,Ascent,4315,6007,Squirtle Squad,Serenity Black,1,13,9
49315,33036,Icebox,799,4809,Velocity Gaming,Team Exploit,2,10,13
49316,33036,Ascent,799,4809,Velocity Gaming,Team Exploit,1,13,1
49317,33036,Breeze,799,4809,Velocity Gaming,Team Exploit,2,9,13
49559,33486,Ascent,4050,1110,FULL SENSE,Alter Ego,2,10,13
49560,33486,Breeze,4050,1110,FULL SENSE,Alter Ego,1,13,4
49561,33486,Icebox,4050,1110,FULL SENSE,Alter Ego,2,11,13
49750,33919,Ascent,1211,6094,Totoro Gaming,ZHUQUE,1,13,5
49716,33919,Haven,1211,6094,Totoro Gaming,ZHUQUE,1,13,10
49318,33037,Haven,910,5902,Exceeli Esports,Crash Landin on You,1,13,5
49319,33037,Bind,910,5902,Exceeli Esports,Crash Landin on You,1,13,10
49556,33485,Icebox,694,624,Bren Esports,Paper Rex,2,11,13
49557,33485,Breeze,694,624,Bren Esports,Paper Rex,1,13,8
49558,33485,Ascent,694,624,Bren Esports,Paper Rex,2,1,13
49712,33918,Ascent,5443,4683,KONE,Invincible Gaming,1,13,5
49713,33918,Icebox,5443,4683,KONE,Invincible Gaming,1,13,4
49550,33483,Ascent,466,4050,BOOM Esports,FULL SENSE,1,13,10
49551,33483,Haven,466,4050,BOOM Esports,FULL SENSE,2,8,13
49552,33483,Bind,466,4050,BOOM Esports,FULL SENSE,2,4,13
49386,33302,Breeze,188,3765,Cloud9,OOKERS,1,13,10
49387,33302,Ascent,188,3765,Cloud9,OOKERS,1,13,4
49377,33299,Haven,470,2291,Complexity,Ghost Gaming,1,14,12
49378,33299,Split,470,2291,Complexity,Ghost Gaming,1,13,6
49383,33301,Bind,103,468,Immortals,Renegades,1,13,11
49384,33301,Haven,103,468,Immortals,Renegades,1,13,6
48563,31474,Breeze,3512,4894,Sharks Esports,Keyd Stars,2,5,13
48564,31474,Bind,3512,4894,Sharks Esports,Keyd Stars,1,13,6
48565,31474,Icebox,3512,4894,Sharks Esports,Keyd Stars,2,1,13
49374,33298,Icebox,6007,4345,Serenity Black,SoaR,2,4,13
49375,33298,Haven,6007,4345,Serenity Black,SoaR,1,14,12
49376,33298,Ascent,6007,4345,Serenity Black,SoaR,1,13,6
47893,30758,Bind,3531,4567,Acend,SuperMassive Blaze,1,13,6
47894,30758,Split,3531,4567,Acend,SuperMassive Blaze,2,5,13
47895,30758,Haven,3531,4567,Acend,SuperMassive Blaze,2,10,13
47925,30768,Ascent,682,257,Gambit Esports,G2 Esports,1,13,3
47926,30768,Icebox,682,257,Gambit Esports,G2 Esports,2,7,13
47927,30768,Bind,682,257,Gambit Esports,G2 Esports,1,14,12
49547,33482,Split,1110,904,Alter Ego,CBT Gaming,1,13,10
49548,33482,Ascent,1110,904,Alter Ego,CBT Gaming,2,12,14
49549,33482,Haven,1110,904,Alter Ego,CBT Gaming,1,13,7
49309,33034,Breeze,799,910,Velocity Gaming,Exceeli Esports,1,13,3
49310,33034,Bind,799,910,Velocity Gaming,Exceeli Esports,1,13,8
49694,33912,Haven,4460,4456,Number One Player,Underdog,1,13,7
49695,33912,Split,4460,4456,Number One Player,Underdog,2,6,13
49696,33912,Icebox,4460,4456,Number One Player,Underdog,1,13,9
49703,33915,Ascent,1120,5461,EDward Gaming,Invictus Gaming,1,13,5
49704,33915,Bind,1120,5461,EDward Gaming,Invictus Gaming,1,13,5
49490,33337,Ascent,4899,3765,Last Round Save,OOKERS,2,7,13
49491,33337,Split,4899,3765,Last Round Save,OOKERS,1,13,7
49492,33337,Bind,4899,3765,Last Round Save,OOKERS,2,7,13
49505,33342,Haven,4345,3789,SoaR,1337,1,13,9
49506,33342,Ascent,4345,3789,SoaR,1337,1,13,2
49535,33352,Ascent,5248,5038,Evil Geniuses,YFP Gaming,1,13,6
49536,33352,Icebox,5248,5038,Evil Geniuses,YFP Gaming,1,13,6
49056,31832,Haven,2355,4094,KRÜ Esports,Six Karma,1,13,5
49057,31832,Icebox,2355,4094,KRÜ Esports,Six Karma,1,13,2
49517,33346,Split,3944,5821,Teal Seam,All Around Savants,1,13,10
49518,33346,Haven,3944,5821,Teal Seam,All Around Savants,1,13,5
49529,33350,Icebox,1034,5248,NRG Esports,Evil Geniuses,2,11,13
49530,33350,Bind,1034,5248,NRG Esports,Evil Geniuses,1,13,6
49531,33350,Haven,1034,5248,NRG Esports,Evil Geniuses,1,13,10
49532,33351,Ascent,5038,5923,YFP Gaming,Big Baller Brand,1,13,6
49533,33351,Icebox,5038,5923,YFP Gaming,Big Baller Brand,1,13,6
49499,33340,Ascent,188,4345,Cloud9,SoaR,2,9,13
49500,33340,Breeze,188,4345,Cloud9,SoaR,1,13,3
49501,33340,Haven,188,4345,Cloud9,SoaR,1,13,6
49050,31830,Bind,2355,719,KRÜ Esports,Australs,1,13,8
49051,31830,Split,2355,719,KRÜ Esports,Australs,2,5,13
49052,31830,Breeze,2355,719,KRÜ Esports,Australs,2,10,13
49478,33333,Ascent,3765,4899,OOKERS,Last Round Save,2,13,15
49479,33333,Bind,3765,4899,OOKERS,Last Round Save,1,13,8
49480,33333,Split,3765,4899,OOKERS,Last Round Save,2,9,13
49496,33339,Haven,4345,3789,SoaR,1337,1,13,6
49497,33339,Bind,4345,3789,SoaR,1337,1,13,4
49508,33343,Haven,3944,856,Teal Seam,Andbox,1,13,9
49509,33343,Icebox,3944,856,Teal Seam,Andbox,2,5,13
49510,33343,Breeze,3944,856,Teal Seam,Andbox,2,6,13
49526,33349,Icebox,5248,5923,Evil Geniuses,Big Baller Brand,1,13,11
49527,33349,Ascent,5248,5923,Evil Geniuses,Big Baller Brand,1,13,8
47922,30767,Icebox,257,2304,G2 Esports,Giants Gaming,2,8,13
49623,30767,Ascent,257,2304,G2 Esports,Giants Gaming,1,13,4
47924,30767,Bind,257,2304,G2 Esports,Giants Gaming,1,13,3
49700,33914,Split,4461,4466,All Gamers,MAX Esports,1,13,4
49701,33914,Bind,4461,4466,All Gamers,MAX Esports,1,13,2
49709,33917,Bind,908,5944,Tales of Eastern,Night Wings Gaming,1,13,4
49710,33917,Ascent,908,5944,Tales of Eastern,Night Wings Gaming,1,13,7
49697,33913,Haven,4462,5504,NTER,O2 Gaming,1,13,5
49698,33913,Split,4462,5504,NTER,O2 Gaming,1,13,8
49706,33916,Haven,6093,1837,Qing Jiu Club,Attacking Soul Esports,1,13,7
49707,33916,Ascent,6093,1837,Qing Jiu Club,Attacking Soul Esports,1,13,5
49365,33102,Bind,1110,466,Alter Ego,BOOM Esports,1,13,10
49366,33102,Split,1110,466,Alter Ego,BOOM Esports,2,11,13
49367,33102,Haven,1110,466,Alter Ego,BOOM Esports,2,8,13
49362,33101,Ascent,694,4325,Bren Esports,CERBERUS Esports,1,13,10
49363,33101,Haven,694,4325,Bren Esports,CERBERUS Esports,1,13,6
49359,33100,Split,5931,4050,Team Big BAAM,FULL SENSE,2,5,13
49360,33100,Haven,5931,4050,Team Big BAAM,FULL SENSE,1,13,9
49361,33100,Bind,5931,4050,Team Big BAAM,FULL SENSE,1,13,6
49445,33321,Bind,4315,5890,Squirtle Squad,DIVIZE,2,5,13
49446,33321,Haven,4315,5890,Squirtle Squad,DIVIZE,1,13,7
49447,33321,Breeze,4315,5890,Squirtle Squad,DIVIZE,1,13,9
49460,33326,Haven,2291,4346,Ghost Gaming,DarkZero Esports ,1,13,9
49461,33326,Breeze,2291,4346,Ghost Gaming,DarkZero Esports ,1,13,6
49053,31831,Breeze,4094,363,Six Karma,Infinity Esports,2,10,13
49054,31831,Icebox,4094,363,Six Karma,Infinity Esports,1,13,10
49055,31831,Bind,4094,363,Six Karma,Infinity Esports,1,13,7
49427,33315,Ascent,4789,2348,ex-Recon 5,VIRTUOSO,1,13,6
49428,33315,Bind,4789,2348,ex-Recon 5,VIRTUOSO,1,13,3
49469,33330,Haven,470,473,Complexity,Built By Gamers,2,10,13
49470,33330,Icebox,470,473,Complexity,Built By Gamers,1,13,11
49471,33330,Ascent,470,473,Complexity,Built By Gamers,1,13,0
49454,33324,Breeze,5251,2291,ez5,Ghost Gaming,1,13,7
49455,33324,Ascent,5251,2291,ez5,Ghost Gaming,1,13,8
49472,33331,Ascent,6019,5444,Green beans,Bait Academy,1,14,12
49473,33331,Haven,6019,5444,Green beans,Bait Academy,2,9,13
49474,33331,Split,6019,5444,Green beans,Bait Academy,2,9,13
49418,33312,Haven,468,4789,Renegades,ex-Recon 5,1,13,8
49419,33312,Bind,468,4789,Renegades,ex-Recon 5,1,13,7
49421,33313,Split,2348,3337,VIRTUOSO,Team Basilisk,2,7,13
49422,33313,Icebox,2348,3337,VIRTUOSO,Team Basilisk,1,13,9
49423,33313,Ascent,2348,3337,VIRTUOSO,Team Basilisk,2,13,15
49433,33317,Icebox,5890,4315,DIVIZE,Squirtle Squad,2,8,13
49434,33317,Bind,5890,4315,DIVIZE,Squirtle Squad,1,13,11
49435,33317,Haven,5890,4315,DIVIZE,Squirtle Squad,2,9,13
49448,33322,Icebox,5251,5482,ez5,Kowareta,1,13,1
49449,33322,Ascent,5251,5482,ez5,Kowareta,1,13,10
49463,33328,Bind,470,6019,Complexity,Green beans,1,13,3
49464,33328,Ascent,470,6019,Complexity,Green beans,1,13,3
49466,33329,Breeze,473,5444,Built By Gamers,Bait Academy,1,13,8
49467,33329,Ascent,473,5444,Built By Gamers,Bait Academy,2,4,13
49468,33329,Icebox,473,5444,Built By Gamers,Bait Academy,1,13,6
47913,30764,Bind,474,108,Team Liquid,forZe,1,13,7
47914,30764,Breeze,474,108,Team Liquid,forZe,1,13,10
47034,29610,Ascent,5854,5129,LvL Up Esport,Team Plague,1,13,11
47033,29609,Haven,4670,3861,WiLD MultiGaming,Békéscsabai E-sport Egyesület,1,13,3
48047,30862,Bind,1405,4693,Shadownet,Villains Esports,2,6,13
48048,30862,Ascent,1405,4693,Shadownet,Villains Esports,1,13,10
48049,30862,Haven,1405,4693,Shadownet,Villains Esports,2,9,13
47890,30757,Bind,4567,257,SuperMassive Blaze,G2 Esports,1,13,4
47891,30757,Ascent,4567,257,SuperMassive Blaze,G2 Esports,1,13,5
47185,29764,Split,1110,4325,Alter Ego,CERBERUS Esports,1,13,6
49048,29764,Ascent,1110,4325,Alter Ego,CERBERUS Esports,2,13,15
47184,29763,Haven,5413,3136,UwU,Oasis Gaming,2,9,13
49047,29763,Ascent,5413,3136,UwU,Oasis Gaming,1,13,6
47182,29761,Haven,2112,466,X10 CRIT,BOOM Esports,2,6,13
49041,29761,Icebox,2112,466,X10 CRIT,BOOM Esports,1,13,7
47181,29760,Bind,4050,3734,FULL SENSE,Five Ace e-Sports,1,13,9
49036,29760,Haven,4050,3734,FULL SENSE,Five Ace e-Sports,1,13,4
46692,29398,Bind,2,120,Sentinels,100 Thieves,1,13,11
46693,29398,Breeze,2,120,Sentinels,100 Thieves,2,11,13
46694,29398,Haven,2,120,Sentinels,100 Thieves,1,13,6
46695,29398,Split,2,120,Sentinels,100 Thieves,1,13,5
47910,30763,Ascent,4915,2304,Natus Vincere,Giants Gaming,2,12,14
47911,30763,Breeze,4915,2304,Natus Vincere,Giants Gaming,1,13,7
47912,30763,Split,4915,2304,Natus Vincere,Giants Gaming,2,8,13
48623,31495,Bind,6003,2917,Team XO,Enigma Gaming,2,9,13
48624,31495,Split,6003,2917,Team XO,Enigma Gaming,1,15,13
48625,31495,Haven,6003,2917,Team XO,Enigma Gaming,1,13,6
49274,31495,Icebox,6003,2917,Team XO,Enigma Gaming,2,4,13
49275,31495,Ascent,6003,2917,Team XO,Enigma Gaming,2,6,13
47907,30762,Split,1209,4686,Guild Esports,Fire Flux Esports,1,13,6
47908,30762,Ascent,1209,4686,Guild Esports,Fire Flux Esports,1,13,0
47125,29671,Haven,277,5448,Crazy Raccoon,ZETA DIVISION,2,8,13
47126,29671,Split,277,5448,Crazy Raccoon,ZETA DIVISION,2,7,13
47127,29671,Breeze,277,5448,Crazy Raccoon,ZETA DIVISION,1,13,7
47128,29671,Icebox,277,5448,Crazy Raccoon,ZETA DIVISION,1,13,7
47129,29671,Ascent,277,5448,Crazy Raccoon,ZETA DIVISION,2,8,13
47779,30603,Icebox,198,1670,DRX Vision Strikers,F4Q,1,13,1
47780,30603,Split,198,1670,DRX Vision Strikers,F4Q,2,9,13
47781,30603,Bind,198,1670,DRX Vision Strikers,F4Q,1,13,5
47782,30603,Ascent,198,1670,DRX Vision Strikers,F4Q,1,13,5
47176,29755,Bind,5413,4325,UwU,CERBERUS Esports,1,13,8
49045,29755,Ascent,5413,4325,UwU,CERBERUS Esports,2,4,13
47292,29855,Bind,1211,908,Totoro Gaming,Tales of Eastern,2,7,13
47293,29855,Haven,1211,908,Totoro Gaming,Tales of Eastern,1,13,3
47294,29855,Ascent,1211,908,Totoro Gaming,Tales of Eastern,1,16,14
47295,29855,Breeze,1211,908,Totoro Gaming,Tales of Eastern,2,9,13
47296,29855,Split,1211,908,Totoro Gaming,Tales of Eastern,1,13,4
48665,31519,Icebox,1208,4963,ORDER,PEACE,2,14,16
48666,31519,Breeze,1208,4963,ORDER,PEACE,1,14,12
48667,31519,Ascent,1208,4963,ORDER,PEACE,1,13,3
48668,31519,Bind,1208,4963,ORDER,PEACE,1,13,1
47175,29754,Haven,3717,466,Galaxy Racer,BOOM Esports,2,12,14
49040,29754,Split,3717,466,Galaxy Racer,BOOM Esports,1,13,5
47174,29753,Haven,2112,5931,X10 CRIT,Team Big BAAM,2,10,13
49039,29753,Ascent,2112,5931,X10 CRIT,Team Big BAAM,1,13,3
48549,31470,Bind,4927,420,Jaguares Esports,Team Vikings,2,12,14
48550,31470,Ascent,4927,420,Jaguares Esports,Team Vikings,1,13,7
48551,31470,Split,4927,420,Jaguares Esports,Team Vikings,2,4,13
48546,31469,Breeze,4894,243,Keyd Stars,Gamelanders Blue,1,13,5
48547,31469,Bind,4894,243,Keyd Stars,Gamelanders Blue,2,12,14
48548,31469,Haven,4894,243,Keyd Stars,Gamelanders Blue,1,13,9
46712,29404,Haven,120,427,100 Thieves,Envy,2,5,13
46713,29404,Breeze,120,427,100 Thieves,Envy,1,13,10
46714,29404,Ascent,120,427,100 Thieves,Envy,1,13,10
48136,29404,Icebox,120,427,100 Thieves,Envy,2,8,13
48137,29404,Split,120,427,100 Thieves,Envy,1,13,5
47173,29752,Split,4050,624,FULL SENSE,Paper Rex,1,13,10
49034,29752,Ascent,4050,624,FULL SENSE,Paper Rex,2,10,13
47172,29751,Bind,2032,3734,ONIC G,Five Ace e-Sports,1,15,13
49033,29751,Haven,2032,3734,ONIC G,Five Ace e-Sports,1,13,6
48620,31494,Split,6003,2917,Team XO,Enigma Gaming,1,13,10
48621,31494,Icebox,6003,2917,Team XO,Enigma Gaming,1,13,7
47171,29750,Haven,904,623,CBT Gaming,Sharper Esport,1,13,6
49028,29750,Bind,904,623,CBT Gaming,Sharper Esport,1,13,11
48685,31525,Icebox,1696,4963,Wildcard Gaming,PEACE,2,5,13
48686,31525,Haven,1696,4963,Wildcard Gaming,PEACE,1,13,9
48687,31525,Ascent,1696,4963,Wildcard Gaming,PEACE,2,8,13
47139,29675,Ascent,5448,2987,ZETA DIVISION,Feeling,1,13,11
47140,29675,Haven,5448,2987,ZETA DIVISION,Feeling,1,13,2
48662,31518,Bind,1208,1696,ORDER,Wildcard Gaming,1,13,9
48663,31518,Icebox,1208,1696,ORDER,Wildcard Gaming,1,13,2
48682,31524,Icebox,591,4963,Mindfreak,PEACE,1,13,11
48683,31524,Split,591,4963,Mindfreak,PEACE,2,6,13
48684,31524,Ascent,591,4963,Mindfreak,PEACE,2,6,13
49107,29747,Ascent,5413,1110,UwU,Alter Ego,2,9,13
49043,29747,Bind,5413,1110,UwU,Alter Ego,1,13,8
46689,29397,Split,2,120,Sentinels,100 Thieves,1,13,2
46690,29397,Haven,2,120,Sentinels,100 Thieves,1,13,8
48362,31351,Haven,5406,4927,Stars Horizon,Jaguares Esports,1,16,14
48363,31351,Bind,5406,4927,Stars Horizon,Jaguares Esports,2,8,13
48364,31351,Ascent,5406,4927,Stars Horizon,Jaguares Esports,1,13,3
47878,30753,Ascent,682,1209,Gambit Esports,Guild Esports,1,13,8
47879,30753,Icebox,682,1209,Gambit Esports,Guild Esports,1,19,17
47167,29746,Bind,5931,466,Team Big BAAM,BOOM Esports,2,9,13
49038,29746,Ascent,5931,466,Team Big BAAM,BOOM Esports,1,13,3
48679,31523,Icebox,4963,1323,PEACE,Nebula,1,13,8
48680,31523,Breeze,4963,1323,PEACE,Nebula,2,8,13
48681,31523,Ascent,4963,1323,PEACE,Nebula,1,13,3
47306,29859,Ascent,908,4461,Tales of Eastern,All Gamers,1,13,5
47307,29859,Bind,908,4461,Tales of Eastern,All Gamers,1,17,15
47116,29668,Bind,5448,2988,ZETA DIVISION,NORTHEPTION,2,5,13
47117,29668,Haven,5448,2988,ZETA DIVISION,NORTHEPTION,1,13,5
47118,29668,Ascent,5448,2988,ZETA DIVISION,NORTHEPTION,2,14,16
49105,29672,Icebox,5148,104,Insomnia,REJECT,1,13,11
47131,29672,Ascent,5148,104,Insomnia,REJECT,1,13,11
47132,29672,Bind,5148,104,Insomnia,REJECT,2,12,14
47162,29741,Haven,694,904,Bren Esports,CBT Gaming,1,13,4
49025,29741,Bind,694,904,Bren Esports,CBT Gaming,1,18,16
46703,29401,Haven,533,637,XSET,Rise,2,7,13
46704,29401,Split,533,637,XSET,Rise,1,13,10
46705,29401,Ascent,533,637,XSET,Rise,1,13,7
48359,31350,Bind,243,2406,Gamelanders Blue,FURIA,1,13,5
48360,31350,Haven,243,2406,Gamelanders Blue,FURIA,2,9,13
48361,31350,Breeze,243,2406,Gamelanders Blue,FURIA,2,2,13
46697,29399,Split,637,106,Rise,TSM,2,10,13
46698,29399,Haven,637,106,Rise,TSM,1,13,6
46699,29399,Breeze,637,106,Rise,TSM,1,13,5
46700,29400,Ascent,337,642,FaZe Clan,Luminosity,2,8,13
46701,29400,Split,337,642,FaZe Clan,Luminosity,1,13,6
46702,29400,Bind,337,642,FaZe Clan,Luminosity,1,13,9
48356,31349,Haven,3512,4894,Sharks Esports,Keyd Stars,1,13,5
48357,31349,Icebox,3512,4894,Sharks Esports,Keyd Stars,1,13,9
47939,30772,Ascent,628,4686,FunPlus Phoenix,Fire Flux Esports,1,15,13
47940,30772,Bind,628,4686,FunPlus Phoenix,Fire Flux Esports,1,13,7
47942,30773,Ascent,921,2304,Oxygen Esports,Giants Gaming,1,13,11
47943,30773,Split,921,2304,Oxygen Esports,Giants Gaming,2,2,13
47944,30773,Breeze,921,2304,Oxygen Esports,Giants Gaming,1,13,9
47933,30770,Icebox,4915,474,Natus Vincere,Team Liquid,1,13,10
47934,30770,Bind,4915,474,Natus Vincere,Team Liquid,2,7,13
47935,30770,Split,4915,474,Natus Vincere,Team Liquid,1,13,11
48656,31516,Icebox,1208,4963,ORDER,PEACE,1,13,9
48657,31516,Breeze,1208,4963,ORDER,PEACE,1,13,5
47104,29664,Icebox,5448,5148,ZETA DIVISION,Insomnia,1,13,6
47105,29664,Bind,5448,5148,ZETA DIVISION,Insomnia,1,13,1
46686,29396,Haven,120,533,100 Thieves,XSET,1,13,11
46687,29396,Ascent,120,533,100 Thieves,XSET,1,13,11
46683,29395,Icebox,2,427,Sentinels,Envy,1,13,11
46684,29395,Haven,2,427,Sentinels,Envy,1,13,11
46680,29394,Haven,533,642,XSET,Luminosity,1,13,6
46681,29394,Split,533,642,XSET,Luminosity,1,13,5
46677,29393,Haven,120,337,100 Thieves,FaZe Clan,1,13,6
46678,29393,Breeze,120,337,100 Thieves,FaZe Clan,1,13,9
46671,29391,Breeze,2,637,Sentinels,Rise,1,13,3
46672,29391,Ascent,2,637,Sentinels,Rise,2,7,13
46673,29391,Bind,2,637,Sentinels,Rise,1,13,4
46674,29392,Haven,427,106,Envy,TSM,1,13,7
46675,29392,Breeze,427,106,Envy,TSM,2,11,13
46676,29392,Ascent,427,106,Envy,TSM,1,13,8
48647,31513,Breeze,4036,4963,Team Bliss,PEACE,1,13,5
48648,31513,Haven,4036,4963,Team Bliss,PEACE,2,9,13
48649,31513,Ascent,4036,4963,Team Bliss,PEACE,2,13,15
48644,31512,Ascent,1208,5663,ORDER,Funky Monkeys,1,13,3
48645,31512,Icebox,1208,5663,ORDER,Funky Monkeys,1,13,5
47297,29856,Haven,4463,4460,LIZHI,Number One Player,1,13,5
47298,29856,Breeze,4463,4460,LIZHI,Number One Player,2,11,13
47299,29856,Split,4463,4460,LIZHI,Number One Player,1,13,4
48599,31487,Breeze,4688,5482,Fenrir,Kowareta,2,8,13
48600,31487,Ascent,4688,5482,Fenrir,Kowareta,1,13,5
48601,31487,Haven,4688,5482,Fenrir,Kowareta,2,11,13
48596,31486,Ascent,6007,5440,Serenity Black,Good Fellas,1,13,2
48597,31486,Haven,6007,5440,Serenity Black,Good Fellas,1,13,4
48590,31484,Icebox,6020,6019,Pho Real,Green beans,2,0,13
48591,31484,Bind,6020,6019,Pho Real,Green beans,1,13,11
48592,31484,Haven,6020,6019,Pho Real,Green beans,2,2,13
48593,31485,Bind,856,5213,Andbox,Carpe Noctem,1,13,10
48594,31485,Haven,856,5213,Andbox,Carpe Noctem,2,12,14
48595,31485,Ascent,856,5213,Andbox,Carpe Noctem,1,13,9
48578,31480,Breeze,188,4851,Cloud9,TLP Monkies,1,13,6
48579,31480,Haven,188,4851,Cloud9,TLP Monkies,2,11,13
48580,31480,Split,188,4851,Cloud9,TLP Monkies,1,13,5
48581,31481,Haven,4789,6025,ex-Recon 5,Rock Bottom,1,13,6
48582,31481,Ascent,4789,6025,ex-Recon 5,Rock Bottom,1,13,8
48584,31482,Icebox,1034,4938,NRG Esports,Obey Alliance,1,13,1
48585,31482,Bind,1034,4938,NRG Esports,Obey Alliance,1,13,1
45944,28544,Haven,6445,5000,123TAP,ORO Esports,1,13,9
45945,28544,Split,6445,5000,123TAP,ORO Esports,2,8,13
45946,28544,Icebox,6445,5000,123TAP,ORO Esports,1,13,6
45941,28543,Icebox,4878,4779,Reject$,KASTIRALIS,1,13,9
45942,28543,Split,4878,4779,Reject$,KASTIRALIS,1,13,9
48608,31490,Haven,4807,5907,Team Arrow,Lexious Gaming,1,13,5
48609,31490,Bind,4807,5907,Team Arrow,Lexious Gaming,1,13,11
48611,31491,Icebox,2917,5936,Enigma Gaming,Regal E-Sports,1,13,6
48612,31491,Ascent,2917,5936,Enigma Gaming,Regal E-Sports,1,13,4
47857,30738,Bind,5993,6005,FURY,1620 Kings,2,11,13
47858,30738,Haven,5993,6005,FURY,1620 Kings,1,13,5
47859,30738,Icebox,5993,6005,FURY,1620 Kings,1,13,5
48314,31259,Haven,4899,5213,Last Round Save,Carpe Noctem,2,7,13
48315,31259,Ascent,4899,5213,Last Round Save,Carpe Noctem,1,13,5
48316,31259,Bind,4899,5213,Last Round Save,Carpe Noctem,2,10,13
48233,31232,Ascent,188,1301,Cloud9,Exotic,1,13,4
48234,31232,Icebox,188,1301,Cloud9,Exotic,1,13,2
48293,31252,Icebox,856,6025,Andbox,Rock Bottom,1,16,14
48294,31252,Haven,856,6025,Andbox,Rock Bottom,1,13,4
48338,31267,Icebox,103,5482,Immortals,Kowareta,1,13,11
48339,31267,Haven,103,5482,Immortals,Kowareta,1,13,1
48263,31242,Icebox,1034,5440,NRG Esports,Good Fellas,1,13,10
48264,31242,Haven,1034,5440,NRG Esports,Good Fellas,1,13,1
48227,31230,Ascent,188,6019,Cloud9,Green beans,1,13,7
48228,31230,Haven,188,6019,Cloud9,Green beans,1,13,3
48287,31250,Icebox,856,6021,Andbox,Narly Narwhals,1,13,1
48288,31250,Haven,856,6021,Andbox,Narly Narwhals,1,13,3
48320,31261,Ascent,4075,3748,T1 Academy,Team Reckaroo,1,13,11
48321,31261,Icebox,4075,3748,T1 Academy,Team Reckaroo,1,13,11
48332,31265,Haven,103,4295,Immortals,UYU,2,12,14
48333,31265,Ascent,103,4295,Immortals,UYU,1,13,6
48334,31265,Icebox,103,4295,Immortals,UYU,1,13,3
45938,28542,Ascent,5000,1342,ORO Esports,Axsor,1,13,3
45939,28542,Bind,5000,1342,ORO Esports,Axsor,1,13,9
47854,30737,Ascent,1323,1405,Nebula,Shadownet,1,15,13
