No,GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_Eco,Team1_SemiEco,Team1_SemiBuy,Team1_FullBuy,Team1_TotalRounds,Team2_Eco,Team2_SemiEco,Team2_SemiBuy,Team2_FullBuy,Team2_TotalRounds
9430,20355,11622,Ascent,576,2026,iPon Esport,Arbalest,2,4.0,1.0,3.0,16.0,11,2.0,5.0,7.0,10.0,13
9431,20356,11622,Split,576,2026,iPon Esport,Arbalest,1,4.0,2.0,5.0,15.0,14,3.0,2.0,5.0,16.0,12
9432,20357,11623,Haven,2562,2340,HONK,STAGA,1,2.0,2.0,5.0,10.0,13,3.0,0.0,7.0,9.0,6
9433,20358,11623,Bind,2562,2340,HONK,STAGA,1,2.0,3.0,5.0,16.0,14,3.0,2.0,4.0,17.0,12
9434,20360,11624,Ascent,2133,3399,Marten Gaming,99Percent.,2,3.0,2.0,2.0,16.0,10,3.0,3.0,5.0,12.0,13
9435,20361,11624,Haven,2133,3399,Marten Gaming,99Percent.,1,3.0,3.0,3.0,19.0,15,3.0,1.0,5.0,19.0,13
9436,20362,11624,Icebox,2133,3399,Marten Gaming,99Percent.,2,3.0,0.0,4.0,13.0,7,3.0,0.0,6.0,11.0,13
9437,20366,11626,Bind,2566,2670,Ballista,Ignite,1,2.0,1.0,6.0,12.0,13,3.0,3.0,6.0,9.0,8
9438,20367,11626,Haven,2566,2670,Ballista,Ignite,2,3.0,2.0,2.0,21.0,13,3.0,2.0,2.0,21.0,15
9439,20368,11626,Split,2566,2670,Ballista,Ignite,1,2.0,1.0,6.0,11.0,13,4.0,2.0,5.0,9.0,7
9440,20369,11627,Haven,2755,2607,SAW,Edelweiss Esports,2,3.0,2.0,4.0,17.0,12,3.0,2.0,4.0,17.0,14
9441,20370,11627,Bind,2755,2607,SAW,Edelweiss Esports,1,3.0,0.0,3.0,12.0,13,2.0,2.0,8.0,6.0,5
9442,20371,11627,Ascent,2755,2607,SAW,Edelweiss Esports,1,2.0,0.0,4.0,13.0,13,4.0,3.0,0.0,12.0,6
9446,20417,11643,Bind,1035,2373,Cream Real Betis,Rix.GG Thunder,1,3.0,2.0,3.0,20.0,15,3.0,3.0,4.0,18.0,13
9447,20418,11643,Haven,1035,2373,Cream Real Betis,Rix.GG Thunder,2,4.0,3.0,2.0,12.0,8,2.0,0.0,4.0,15.0,13
9448,20419,11643,Split,1035,2373,Cream Real Betis,Rix.GG Thunder,2,4.0,1.0,2.0,19.0,12,2.0,1.0,10.0,13.0,14
9451,20423,11645,Ascent,1209,2930,Guild Esports,noFEAR,1,2.0,1.0,3.0,10.0,13,4.0,3.0,3.0,6.0,3
9452,20424,11645,Haven,1209,2930,Guild Esports,noFEAR,1,2.0,0.0,3.0,9.0,13,3.0,2.0,3.0,6.0,1
9453,20477,11663,Bind,3399,1174,99Percent.,Yendez,1,3.0,3.0,3.0,19.0,15,3.0,1.0,6.0,18.0,13
9454,20478,11663,Ascent,3399,1174,99Percent.,Yendez,1,2.0,4.0,5.0,17.0,13,2.0,3.0,8.0,15.0,10
9455,20501,11671,Haven,2577,2059,Raise Your Edge,Team Vitality,1,2.0,3.0,6.0,13.0,13,2.0,5.0,5.0,12.0,11
9456,20502,11671,Bind,2577,2059,Raise Your Edge,Team Vitality,1,3.0,1.0,5.0,11.0,13,2.0,2.0,7.0,9.0,7
9457,20510,11674,Bind,1035,1071,Cream Real Betis,unsigned,1,2.0,2.0,5.0,14.0,13,4.0,3.0,2.0,14.0,10
9458,20511,11674,Split,1035,1071,Cream Real Betis,unsigned,1,2.0,0.0,4.0,9.0,13,3.0,2.0,4.0,6.0,2
9459,20444,11652,Bind,2499,1351,Movistar Riders,REPLY TOTEM,1,2.0,1.0,5.0,12.0,13,5.0,0.0,3.0,12.0,7
9460,20445,11652,Ascent,2499,1351,Movistar Riders,REPLY TOTEM,1,2.0,1.0,6.0,10.0,13,4.0,2.0,2.0,11.0,6
9463,20555,11689,Ascent,1421,3384,Chakalaka,BLUEJAYS Frates,1,2.0,0.0,3.0,9.0,13,3.0,3.0,3.0,5.0,1
9464,20556,11689,Split,1421,3384,Chakalaka,BLUEJAYS Frates,1,3.0,0.0,4.0,9.0,13,3.0,3.0,7.0,3.0,3
9465,20594,11702,Bind,2304,1474,Giants Gaming,eSuba,1,3.0,1.0,2.0,12.0,13,3.0,1.0,5.0,9.0,5
9466,20595,11702,Ascent,2304,1474,Giants Gaming,eSuba,1,3.0,0.0,3.0,11.0,13,2.0,5.0,5.0,5.0,4
9470,20693,11735,Bind,474,3402,Team Liquid,Nexus Gaming,1,2.0,1.0,3.0,9.0,13,3.0,2.0,6.0,4.0,2
9471,20694,11735,Haven,474,3402,Team Liquid,Nexus Gaming,1,3.0,0.0,1.0,10.0,13,3.0,2.0,5.0,4.0,1
9472,18163,10467,Icebox,624,1481,Paper Rex,NG.Black,2,3.0,3.0,3.0,7.0,3,2.0,1.0,4.0,9.0,13
9473,18164,10467,Ascent,624,1481,Paper Rex,NG.Black,1,3.0,1.0,2.0,15.0,13,3.0,4.0,3.0,11.0,8
9474,18165,10467,Split,624,1481,Paper Rex,NG.Black,1,3.0,2.0,2.0,16.0,13,3.0,2.0,4.0,14.0,10
9475,23066,13041,Ascent,865,4036,Paradox Esports,Team Bliss,1,4.0,2.0,1.0,21.0,15,2.0,4.0,9.0,13.0,13
9476,23067,13041,Haven,865,4036,Paradox Esports,Team Bliss,2,2.0,4.0,6.0,9.0,8,3.0,1.0,1.0,16.0,13
9477,23068,13041,Bind,865,4036,Paradox Esports,Team Bliss,2,4.0,2.0,2.0,7.0,2,2.0,0.0,5.0,8.0,13
9478,23063,13040,Haven,831,2827,McTeam,AGG,1,3.0,0.0,2.0,12.0,13,3.0,2.0,6.0,6.0,4
9479,23064,13040,Bind,831,2827,McTeam,AGG,2,3.0,2.0,6.0,4.0,2,3.0,0.0,2.0,10.0,13
9480,23065,13040,Ascent,831,2827,McTeam,AGG,2,4.0,1.0,2.0,13.0,7,2.0,0.0,7.0,11.0,13
9481,18154,10464,Bind,1481,388,NG.Black,DivisionX Gaming,1,3.0,1.0,5.0,14.0,13,4.0,2.0,4.0,13.0,10
9482,18155,10464,Haven,1481,388,NG.Black,DivisionX Gaming,2,5.0,1.0,2.0,11.0,6,2.0,1.0,4.0,12.0,13
9483,18156,10464,Ascent,1481,388,NG.Black,DivisionX Gaming,2,3.0,0.0,7.0,11.0,8,3.0,1.0,4.0,13.0,13
9484,23060,13039,Haven,435,591,OverPalaStrike,Mindfreak,1,3.0,1.0,4.0,15.0,13,5.0,0.0,7.0,11.0,10
9485,23061,13039,Ascent,435,591,OverPalaStrike,Mindfreak,2,3.0,4.0,4.0,3.0,1,2.0,0.0,3.0,9.0,13
9486,23062,13039,Bind,435,591,OverPalaStrike,Mindfreak,1,2.0,4.0,5.0,13.0,13,2.0,2.0,7.0,13.0,11
9487,23057,13038,Bind,2826,873,Kanga Esports,Tilted,1,4.0,1.0,2.0,17.0,13,3.0,1.0,6.0,14.0,11
9488,23058,13038,Haven,2826,873,Kanga Esports,Tilted,2,3.0,3.0,3.0,11.0,7,3.0,1.0,2.0,14.0,13
9489,23059,13038,Ascent,2826,873,Kanga Esports,Tilted,1,3.0,2.0,6.0,23.0,18,2.0,4.0,5.0,23.0,16
9490,21950,12384,Haven,2938,2383,PUGSTARS,Bounty Esports,1,3.0,3.0,3.0,13.0,13,4.0,1.0,3.0,14.0,9
9491,21951,12384,Ascent,2938,2383,PUGSTARS,Bounty Esports,2,4.0,0.0,1.0,21.0,12,2.0,3.0,8.0,13.0,14
9492,21952,12384,Bind,2938,2383,PUGSTARS,Bounty Esports,1,3.0,2.0,4.0,19.0,15,3.0,2.0,5.0,18.0,13
9493,20040,11462,Ascent,631,3187,beastcoast,Kooky Koalas ,2,4.0,2.0,2.0,10.0,5,2.0,1.0,6.0,9.0,13
9494,20041,11462,Icebox,631,3187,beastcoast,Kooky Koalas ,1,4.0,2.0,4.0,16.0,14,2.0,2.0,5.0,17.0,12
9495,20042,11462,Bind,631,3187,beastcoast,Kooky Koalas ,2,4.0,2.0,5.0,8.0,6,2.0,0.0,6.0,11.0,13
9496,20037,11461,Icebox,14,188,T1,Cloud9,1,2.0,2.0,4.0,15.0,13,2.0,6.0,4.0,11.0,10
9497,20038,11461,Ascent,14,188,T1,Cloud9,1,3.0,1.0,4.0,15.0,13,2.0,3.0,4.0,14.0,10
9500,21798,12289,Bind,676,2354,Meta Gaming ,Movistar Optix,1,3.0,0.0,2.0,11.0,13,3.0,4.0,4.0,5.0,3
9501,21850,12317,Bind,2819,685,Entropiq,HSDIRR,1,2.0,3.0,5.0,10.0,13,2.0,2.0,9.0,7.0,7
9502,21851,12317,Haven,2819,685,Entropiq,HSDIRR,2,3.0,1.0,7.0,11.0,9,3.0,2.0,5.0,12.0,13
9503,21852,12317,Split,2819,685,Entropiq,HSDIRR,2,2.0,3.0,6.0,13.0,11,3.0,1.0,7.0,13.0,13
9504,21557,12213,Haven,324,2373,Wave Esports,Rix.GG Thunder,1,3.0,1.0,3.0,14.0,13,3.0,1.0,3.0,14.0,8
9505,21919,12213,Icebox,324,2373,Wave Esports,Rix.GG Thunder,1,2.0,0.0,7.0,10.0,13,4.0,1.0,4.0,10.0,6
9506,21559,12213,Ascent,324,2373,Wave Esports,Rix.GG Thunder,1,3.0,1.0,7.0,15.0,14,3.0,2.0,6.0,15.0,12
9507,20267,11593,Icebox,921,6132,Oxygen Esports,İstanbul Wildcats,2,4.0,2.0,7.0,7.0,7,3.0,0.0,4.0,13.0,13
9508,20268,11593,Ascent,921,6132,Oxygen Esports,İstanbul Wildcats,1,2.0,2.0,4.0,13.0,13,3.0,0.0,8.0,10.0,8
9509,20269,11593,Bind,921,6132,Oxygen Esports,İstanbul Wildcats,1,2.0,1.0,5.0,13.0,13,4.0,2.0,5.0,10.0,8
9510,20717,11745,Split,1341,2049,Team Singularity,Divinity,2,3.0,1.0,10.0,10.0,11,3.0,1.0,4.0,16.0,13
9511,20718,11745,Ascent,1341,2049,Team Singularity,Divinity,1,4.0,0.0,6.0,14.0,13,2.0,3.0,4.0,15.0,11
9512,20719,11745,Bind,1341,2049,Team Singularity,Divinity,2,3.0,2.0,9.0,8.0,9,3.0,2.0,3.0,14.0,13
9513,21832,12311,Ascent,1474,2819,eSuba,Entropiq,2,3.0,2.0,5.0,10.0,7,3.0,1.0,2.0,14.0,13
9514,21833,12311,Bind,1474,2819,eSuba,Entropiq,1,2.0,1.0,6.0,9.0,13,5.0,1.0,4.0,8.0,5
9515,21834,12311,Haven,1474,2819,eSuba,Entropiq,2,4.0,1.0,7.0,8.0,7,3.0,0.0,2.0,15.0,13
9519,20264,11592,Ascent,1184,1453,Futbolist,OtherSide,1,4.0,0.0,4.0,22.0,16,2.0,2.0,9.0,17.0,14
9520,20265,11592,Split,1184,1453,Futbolist,OtherSide,2,3.0,2.0,3.0,24.0,15,3.0,0.0,9.0,20.0,17
9521,20266,11592,Haven,1184,1453,Futbolist,OtherSide,2,4.0,1.0,5.0,16.0,12,2.0,2.0,9.0,13.0,14
9522,20714,11744,Icebox,1020,108,CrowСrowd,forZe,2,4.0,1.0,3.0,14.0,9,2.0,1.0,5.0,14.0,13
9523,20715,11744,Haven,1020,108,CrowСrowd,forZe,1,2.0,1.0,13.0,12.0,15,4.0,2.0,2.0,20.0,13
9524,20716,11744,Bind,1020,108,CrowСrowd,forZe,1,4.0,2.0,0.0,17.0,13,2.0,3.0,10.0,8.0,10
9525,21835,12312,Haven,685,3065,HSDIRR,animel,1,3.0,3.0,2.0,14.0,13,3.0,2.0,5.0,12.0,9
9526,21836,12312,Icebox,685,3065,HSDIRR,animel,1,3.0,2.0,4.0,15.0,13,2.0,4.0,3.0,15.0,11
9527,21599,12227,Ascent,3303,2373,volvo peek,Rix.GG Thunder,2,3.0,1.0,8.0,8.0,7,3.0,0.0,4.0,13.0,13
9528,21600,12227,Bind,3303,2373,volvo peek,Rix.GG Thunder,1,2.0,3.0,7.0,12.0,13,4.0,2.0,2.0,16.0,11
9529,21601,12227,Split,3303,2373,volvo peek,Rix.GG Thunder,2,3.0,2.0,6.0,9.0,7,3.0,0.0,6.0,11.0,13
9530,21809,12295,Icebox,516,104,FAV gaming,REJECT,2,2.0,2.0,10.0,7.0,8,4.0,0.0,1.0,16.0,13
9531,21810,12295,Ascent,516,104,FAV gaming,REJECT,1,3.0,1.0,6.0,12.0,13,4.0,2.0,5.0,11.0,9
9534,21844,12315,Bind,2548,2560,APEX PEOPLE,Team Diamond.R,1,3.0,2.0,4.0,13.0,13,2.0,2.0,7.0,11.0,9
9535,21845,12315,Ascent,2548,2560,APEX PEOPLE,Team Diamond.R,1,3.0,1.0,1.0,14.0,13,3.0,2.0,8.0,6.0,6
9538,21035,11902,Split,466,1915,BOOM Esports,NXL LIGAGAME,1,4.0,0.0,1.0,14.0,13,2.0,4.0,6.0,7.0,6
9539,21036,11902,Ascent,466,1915,BOOM Esports,NXL LIGAGAME,2,2.0,3.0,5.0,14.0,11,4.0,2.0,3.0,15.0,13
9540,21037,11902,Bind,466,1915,BOOM Esports,NXL LIGAGAME,2,4.0,3.0,6.0,10.0,10,2.0,3.0,5.0,13.0,13
9541,21038,11902,Haven,466,1915,BOOM Esports,NXL LIGAGAME,2,2.0,4.0,5.0,21.0,15,3.0,2.0,4.0,23.0,17
9544,21596,12226,Ascent,2373,556,Rix.GG Thunder,keepYOURskill,2,3.0,1.0,3.0,13.0,7,2.0,1.0,5.0,12.0,13
9545,21597,12226,Split,2373,556,Rix.GG Thunder,keepYOURskill,1,2.0,0.0,6.0,8.0,13,4.0,0.0,6.0,6.0,3
9546,21598,12226,Haven,2373,556,Rix.GG Thunder,keepYOURskill,1,3.0,2.0,5.0,20.0,16,2.0,3.0,6.0,19.0,14
9547,18573,10669,Ascent,1481,623,NG.Black,Sharper Esport,1,3.0,1.0,3.0,13.0,13,4.0,3.0,5.0,8.0,7
9548,18574,10669,Haven,1481,623,NG.Black,Sharper Esport,1,3.0,2.0,2.0,14.0,13,4.0,2.0,2.0,13.0,8
9549,21805,12293,Split,516,2108,FAV gaming,CNCI BLUE BEES,1,3.0,1.0,3.0,17.0,13,3.0,2.0,4.0,15.0,11
9550,21806,12293,Ascent,516,2108,FAV gaming,CNCI BLUE BEES,1,3.0,0.0,4.0,13.0,13,4.0,1.0,3.0,12.0,7
9551,21795,12287,Split,1140,3320,TUBEPLE Gaming,BE FUN SWORD,1,2.0,0.0,6.0,12.0,13,3.0,3.0,5.0,9.0,7
9552,21796,12287,Haven,1140,3320,TUBEPLE Gaming,BE FUN SWORD,1,3.0,1.0,4.0,13.0,13,3.0,1.0,8.0,9.0,8
9553,21887,12333,Icebox,3179,3106,Anti Eco Eco Club,Looking For Sponsor,1,2.0,0.0,5.0,9.0,13,4.0,2.0,2.0,8.0,3
9554,21888,12333,Haven,3179,3106,Anti Eco Eco Club,Looking For Sponsor,2,3.0,0.0,8.0,19.0,14,4.0,2.0,3.0,21.0,16
9555,21889,12333,Ascent,3179,3106,Anti Eco Eco Club,Looking For Sponsor,1,3.0,3.0,4.0,11.0,13,3.0,1.0,6.0,11.0,8
9556,21890,12333,Split,3179,3106,Anti Eco Eco Club,Looking For Sponsor,1,3.0,2.0,3.0,16.0,13,3.0,2.0,5.0,14.0,11
9557,21040,11903,Haven,1110,1700,Alter Ego,XcN Gaming,1,3.0,0.0,3.0,14.0,13,3.0,4.0,2.0,11.0,7
9558,21041,11903,Icebox,1110,1700,Alter Ego,XcN Gaming,2,2.0,2.0,7.0,11.0,9,4.0,2.0,0.0,16.0,13
9559,21042,11903,Bind,1110,1700,Alter Ego,XcN Gaming,2,3.0,1.0,4.0,5.0,0,2.0,0.0,2.0,9.0,13
9562,22574,12721,Split,3500,3501,Kinetic,JG and friends,1,2.0,2.0,5.0,13.0,13,4.0,0.0,6.0,12.0,9
9568,18570,10668,Ascent,2112,1736,X10 CRIT,ex-FULL SENSE,1,3.0,3.0,5.0,13.0,13,4.0,1.0,1.0,18.0,11
9569,18571,10668,Bind,2112,1736,X10 CRIT,ex-FULL SENSE,2,3.0,2.0,2.0,19.0,12,3.0,2.0,3.0,18.0,14
9570,18572,10668,Split,2112,1736,X10 CRIT,ex-FULL SENSE,1,3.0,2.0,4.0,13.0,13,3.0,2.0,5.0,12.0,9
9571,21183,11960,Haven,2286,1319,ex-EXO Clan,Funcrew,1,2.0,0.0,3.0,9.0,13,3.0,2.0,5.0,4.0,1
9572,21184,11960,Icebox,2286,1319,ex-EXO Clan,Funcrew,1,3.0,1.0,3.0,14.0,13,2.0,2.0,6.0,11.0,8
9573,21801,12291,Haven,277,516,Crazy Raccoon,FAV gaming,2,4.0,1.0,5.0,16.0,12,3.0,2.0,5.0,16.0,14
9574,21802,12291,Ascent,277,516,Crazy Raccoon,FAV gaming,1,3.0,2.0,4.0,12.0,13,3.0,1.0,7.0,10.0,8
9575,21799,12290,Icebox,104,2108,REJECT,CNCI BLUE BEES,1,3.0,0.0,4.0,19.0,14,3.0,3.0,5.0,15.0,12
9576,21800,12290,Ascent,104,2108,REJECT,CNCI BLUE BEES,2,4.0,1.0,5.0,14.0,11,2.0,2.0,8.0,12.0,13
9577,20031,11459,Icebox,106,2815,TSM,Version1,1,3.0,0.0,3.0,13.0,13,2.0,2.0,6.0,9.0,6
9578,20032,11459,Ascent,106,2815,TSM,Version1,1,3.0,2.0,7.0,14.0,14,3.0,0.0,10.0,13.0,12
9579,21352,12073,Ascent,2343,203,Rise Gaming,paiN Gaming,1,3.0,0.0,6.0,9.0,13,4.0,1.0,4.0,9.0,5
9580,21351,12072,Haven,1911,3222,Imperial Esports,FREEAGENTS,1,3.0,1.0,4.0,13.0,13,3.0,0.0,10.0,8.0,8
9581,21216,11972,Split,777,3129,Kaizen Esports,Reven Esports,2,3.0,2.0,3.0,18.0,12,4.0,1.0,2.0,19.0,14
9582,21217,11972,Ascent,777,3129,Kaizen Esports,Reven Esports,1,3.0,0.0,5.0,13.0,13,3.0,3.0,4.0,11.0,8
9583,21218,11972,Bind,777,3129,Kaizen Esports,Reven Esports,1,2.0,3.0,6.0,15.0,14,4.0,2.0,5.0,15.0,12
9584,21503,12195,Ascent,2819,686,Entropiq,Megastitut,2,2.0,3.0,8.0,6.0,6,3.0,0.0,3.0,13.0,13
9585,21504,12195,Bind,2819,686,Entropiq,Megastitut,1,2.0,1.0,5.0,10.0,13,4.0,0.0,3.0,11.0,5
9586,21505,12195,Split,2819,686,Entropiq,Megastitut,1,2.0,1.0,4.0,13.0,13,3.0,3.0,4.0,10.0,7
9590,21823,12308,Ascent,1470,1250,NASR Esports,Winfinity,1,3.0,1.0,3.0,13.0,13,2.0,3.0,4.0,11.0,7
9591,21824,12308,Haven,1470,1250,NASR Esports,Winfinity,2,4.0,2.0,6.0,11.0,10,2.0,0.0,5.0,16.0,13
9592,21825,12308,Bind,1470,1250,NASR Esports,Winfinity,2,3.0,3.0,4.0,14.0,11,3.0,1.0,4.0,16.0,13
9593,21826,12309,Ascent,1791,1817,FTW Esports,Prophecy ESC,1,3.0,0.0,7.0,9.0,13,3.0,2.0,6.0,8.0,6
9594,21827,12309,Bind,1791,1817,FTW Esports,Prophecy ESC,2,3.0,3.0,4.0,8.0,5,3.0,1.0,2.0,12.0,13
9595,21828,12309,Haven,1791,1817,FTW Esports,Prophecy ESC,1,2.0,3.0,4.0,13.0,13,4.0,1.0,2.0,15.0,9
9596,20261,11591,Haven,397,1913,BBL Esports,RARE Esports,1,3.0,2.0,1.0,18.0,13,3.0,5.0,2.0,14.0,11
9597,20262,11591,Ascent,397,1913,BBL Esports,RARE Esports,1,3.0,0.0,1.0,13.0,13,3.0,2.0,7.0,5.0,4
9601,21548,12210,Haven,324,2373,Wave Esports,Rix.GG Thunder,1,3.0,1.0,5.0,12.0,13,3.0,2.0,4.0,12.0,8
9602,21549,12210,Bind,324,2373,Wave Esports,Rix.GG Thunder,1,3.0,1.0,6.0,13.0,13,4.0,1.0,4.0,14.0,10
9605,24925,13975,Bind,1464,1594,YaLLa Esports,Team Majesty,1,2.0,0.0,5.0,13.0,13,3.0,4.0,2.0,11.0,7
9606,24926,13975,Ascent,1464,1594,YaLLa Esports,Team Majesty,1,2.0,0.0,7.0,11.0,13,4.0,1.0,4.0,11.0,7
9607,24927,13975,Haven,1464,1594,YaLLa Esports,Team Majesty,1,2.0,1.0,5.0,10.0,13,2.0,2.0,7.0,7.0,5
9608,20711,11743,Split,682,2100,Gambit Esports,GMT Esports,1,2.0,0.0,4.0,12.0,13,4.0,3.0,3.0,8.0,5
9609,20712,11743,Icebox,682,2100,Gambit Esports,GMT Esports,1,3.0,0.0,4.0,16.0,13,3.0,3.0,5.0,12.0,10
9610,20258,11590,Split,2416,2909,Cyber Skull Esports,No Org Found,2,4.0,3.0,4.0,9.0,7,2.0,2.0,3.0,13.0,13
9611,20259,11590,Haven,2416,2909,Cyber Skull Esports,No Org Found,1,5.0,0.0,1.0,17.0,13,3.0,2.0,4.0,14.0,10
9612,20260,11590,Bind,2416,2909,Cyber Skull Esports,No Org Found,2,4.0,1.0,2.0,15.0,9,2.0,2.0,6.0,12.0,13
9613,20708,11742,Split,6267,488,One Breath Gaming,tyeasy,1,3.0,1.0,4.0,13.0,13,3.0,1.0,6.0,11.0,8
9614,20709,11742,Icebox,6267,488,One Breath Gaming,tyeasy,1,3.0,1.0,2.0,12.0,13,3.0,3.0,5.0,7.0,5
9615,21500,12194,Icebox,1474,472,eSuba,BIG,2,3.0,4.0,2.0,13.0,9,3.0,1.0,3.0,15.0,13
9616,21501,12194,Haven,1474,472,eSuba,BIG,1,3.0,0.0,3.0,17.0,13,3.0,1.0,6.0,13.0,10
9617,21502,12194,Bind,1474,472,eSuba,BIG,1,3.0,2.0,5.0,14.0,13,4.0,1.0,6.0,13.0,11
9618,21539,12207,Bind,2373,2607,Rix.GG Thunder,Edelweiss Esports,1,3.0,1.0,5.0,15.0,13,3.0,5.0,2.0,14.0,11
9619,21540,12207,Split,2373,2607,Rix.GG Thunder,Edelweiss Esports,2,3.0,0.0,9.0,10.0,9,3.0,2.0,3.0,14.0,13
9620,21541,12207,Ascent,2373,2607,Rix.GG Thunder,Edelweiss Esports,1,4.0,2.0,3.0,12.0,13,2.0,2.0,7.0,10.0,8
9621,21542,12208,Icebox,2059,1071,Team Vitality,unsigned,1,3.0,0.0,3.0,10.0,13,3.0,1.0,6.0,6.0,3
9622,21543,12208,Ascent,2059,1071,Team Vitality,unsigned,2,2.0,1.0,8.0,15.0,12,2.0,2.0,7.0,15.0,14
9623,21544,12208,Haven,2059,1071,Team Vitality,unsigned,1,3.0,1.0,5.0,12.0,13,3.0,1.0,5.0,12.0,8
9624,21032,11901,Haven,1700,1915,XcN Gaming,NXL LIGAGAME,2,4.0,1.0,4.0,10.0,6,2.0,1.0,4.0,12.0,13
9625,21033,11901,Icebox,1700,1915,XcN Gaming,NXL LIGAGAME,1,2.0,0.0,3.0,10.0,13,3.0,3.0,4.0,5.0,2
9626,21034,11901,Bind,1700,1915,XcN Gaming,NXL LIGAGAME,2,3.0,2.0,4.0,6.0,2,2.0,0.0,4.0,9.0,13
9627,21493,12189,Ascent,1734,279,FIRST Gaming,Absolute JUPITER,1,3.0,0.0,8.0,13.0,13,3.0,2.0,5.0,14.0,11
9628,21737,12189,Haven,1734,279,FIRST Gaming,Absolute JUPITER,2,2.0,2.0,7.0,12.0,10,3.0,0.0,5.0,15.0,13
9631,20759,11761,Bind,958,624,Reality Rift,Paper Rex,1,3.0,2.0,3.0,15.0,13,3.0,1.0,5.0,14.0,10
9632,18567,10667,Bind,623,2270,Sharper Esport,Foxy Araikordai,1,3.0,1.0,4.0,12.0,13,2.0,2.0,7.0,9.0,7
9633,18568,10667,Ascent,623,2270,Sharper Esport,Foxy Araikordai,1,4.0,2.0,0.0,18.0,13,2.0,4.0,8.0,10.0,11
9634,21492,12188,Haven,279,3275,Absolute JUPITER,Hexad,2,3.0,2.0,2.0,15.0,9,3.0,0.0,4.0,15.0,13
9635,21736,12188,Ascent,279,3275,Absolute JUPITER,Hexad,1,3.0,0.0,4.0,15.0,13,3.0,1.0,7.0,11.0,9
9636,21884,12332,Ascent,3106,904,Looking For Sponsor,CBT Gaming,1,3.0,1.0,3.0,12.0,13,3.0,2.0,5.0,9.0,6
9637,21885,12332,Split,3106,904,Looking For Sponsor,CBT Gaming,1,4.0,3.0,2.0,13.0,13,2.0,1.0,8.0,11.0,9
9638,21029,11900,Haven,1110,466,Alter Ego,BOOM Esports,1,3.0,2.0,3.0,15.0,13,2.0,3.0,5.0,13.0,10
9639,21030,11900,Bind,1110,466,Alter Ego,BOOM Esports,2,4.0,2.0,0.0,24.0,14,2.0,1.0,7.0,20.0,16
9640,21031,11900,Ascent,1110,466,Alter Ego,BOOM Esports,2,3.0,2.0,3.0,13.0,8,2.0,2.0,8.0,9.0,13
9641,20763,11763,Haven,2150,1919,JustLose,Kingsmen,1,3.0,1.0,4.0,18.0,14,4.0,3.0,3.0,16.0,12
9642,20764,11763,Ascent,2150,1919,JustLose,Kingsmen,1,2.0,0.0,7.0,10.0,13,4.0,2.0,6.0,7.0,6
9643,21491,12187,Split,1734,1732,FIRST Gaming,Novagis Gaming,1,2.0,0.0,5.0,12.0,13,4.0,2.0,3.0,10.0,6
9644,21735,12187,Haven,1734,1732,FIRST Gaming,Novagis Gaming,2,2.0,2.0,6.0,9.0,6,4.0,2.0,5.0,8.0,13
9645,18564,10666,Split,1481,1485,NG.Black,Aricat Esport,2,2.0,3.0,10.0,17.0,15,4.0,0.0,4.0,24.0,17
9646,18565,10666,Bind,1481,1485,NG.Black,Aricat Esport,1,3.0,0.0,4.0,10.0,13,2.0,1.0,9.0,5.0,4
9647,18566,10666,Ascent,1481,1485,NG.Black,Aricat Esport,1,2.0,0.0,6.0,10.0,13,3.0,2.0,4.0,9.0,5
9648,21881,12331,Icebox,3179,2044,Anti Eco Eco Club,ex-Five Ace e-Sports,1,3.0,2.0,4.0,13.0,13,3.0,1.0,4.0,14.0,9
9649,21882,12331,Ascent,3179,2044,Anti Eco Eco Club,ex-Five Ace e-Sports,1,3.0,1.0,5.0,10.0,13,2.0,4.0,6.0,7.0,6
9650,22562,12709,Split,2746,1929,6045Pirates,SR KADILIMAN,1,3.0,0.0,7.0,14.0,13,3.0,2.0,8.0,11.0,11
9651,22563,12710,Split,2749,1935,DreamFyre,Affinity Esports,1,3.0,3.0,5.0,17.0,15,3.0,0.0,6.0,19.0,13
9652,22564,12711,Split,2956,2957,Org Not Found,The First Order,1,2.0,2.0,3.0,15.0,13,3.0,2.0,6.0,11.0,9
9653,22565,12712,Ascent,1926,2746,SE ATLAS,6045Pirates,1,2.0,0.0,4.0,12.0,13,4.0,2.0,4.0,8.0,5
9654,20757,11759,Bind,624,617,Paper Rex,Team SMG,1,4.0,1.0,2.0,17.0,13,3.0,3.0,4.0,14.0,11
9655,22553,12700,Bind,3349,3492,Vendetta,GBP Esports,1,3.0,2.0,4.0,17.0,14,3.0,1.0,8.0,14.0,12
9656,22554,12701,Bind,1926,2950,SE ATLAS,ULVL,1,2.0,0.0,3.0,11.0,13,4.0,2.0,6.0,4.0,3
9657,22555,12702,Bind,2746,1924,6045Pirates,NXP.Aether,1,2.0,2.0,13.0,9.0,14,4.0,1.0,2.0,19.0,12
9658,21490,12186,Haven,1732,3275,Novagis Gaming,Hexad,1,3.0,2.0,3.0,16.0,13,3.0,2.0,4.0,15.0,11
9659,21722,12186,Bind,1732,3275,Novagis Gaming,Hexad,2,4.0,2.0,2.0,15.0,10,3.0,0.0,5.0,15.0,13
