No,GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_Eco,Team1_SemiEco,Team1_SemiBuy,Team1_FullBuy,Team1_TotalRounds,Team2_Eco,Team2_SemiEco,Team2_SemiBuy,Team2_FullBuy,Team2_TotalRounds
0,60894,62393,Breeze,6903,6020,Booster Seat Gaming,Pho Real,1,2.0,0.0,5.0,13.0,13,4.0,2.0,4.0,10.0,7
1,60895,62393,Bind,6903,6020,Booster Seat Gaming,Pho Real,2,3.0,3.0,5.0,4.0,2,2.0,0.0,4.0,9.0,13
2,60896,62393,Haven,6903,6020,Booster Seat Gaming,Pho Real,1,2.0,2.0,5.0,12.0,13,2.0,2.0,6.0,11.0,8
3,60924,62403,Icebox,7046,7047,Bjor's Kittens,Mugiwara,1,2.0,2.0,4.0,11.0,13,4.0,1.0,2.0,12.0,6
4,60925,62403,Haven,7046,7047,Bjor's Kittens,Mugiwara,1,4.0,2.0,3.0,13.0,13,3.0,3.0,4.0,12.0,9
5,60888,62391,Breeze,6461,6903,Akrew,Booster Seat Gaming,2,3.0,2.0,2.0,13.0,7,2.0,0.0,5.0,13.0,13
6,60889,62391,Bind,6461,6903,Akrew,Booster Seat Gaming,1,3.0,0.0,4.0,13.0,13,3.0,3.0,5.0,9.0,7
7,60890,62391,Haven,6461,6903,Akrew,Booster Seat Gaming,1,2.0,1.0,4.0,10.0,13,2.0,3.0,7.0,5.0,4
8,60903,62396,Breeze,6164,7043,Radiance,sameROFLMAO,1,2.0,0.0,4.0,10.0,13,4.0,2.0,6.0,4.0,3
9,60904,62396,Icebox,6164,7043,Radiance,sameROFLMAO,1,2.0,0.0,5.0,8.0,13,4.0,2.0,3.0,6.0,2
12,60921,62402,Bind,7047,3545,Mugiwara,CLG Red,1,3.0,1.0,3.0,14.0,13,3.0,1.0,5.0,12.0,8
13,60922,62402,Icebox,7047,3545,Mugiwara,CLG Red,1,3.0,1.0,5.0,12.0,13,4.0,1.0,1.0,15.0,8
14,60879,62355,Haven,4733,4680,True Rippers,T69,1,3.0,1.0,4.0,12.0,13,3.0,3.0,6.0,8.0,7
15,60880,62355,Ascent,4733,4680,True Rippers,T69,1,3.0,1.0,9.0,11.0,13,3.0,0.0,9.0,12.0,11
16,60882,62389,Ascent,6461,7042,Akrew,Squishy and Friends,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
17,60883,62389,Bind,6461,7042,Akrew,Squishy and Friends,1,2.0,0.0,3.0,9.0,13,3.0,3.0,4.0,4.0,1
18,60885,62390,Icebox,6903,6020,Booster Seat Gaming,Pho Real,1,2.0,0.0,3.0,10.0,13,4.0,1.0,5.0,5.0,2
19,60886,62390,Haven,6903,6020,Booster Seat Gaming,Pho Real,1,2.0,0.0,5.0,9.0,13,4.0,1.0,6.0,5.0,3
20,60897,62394,Breeze,6164,7044,Radiance,Brolympics eSports,1,3.0,1.0,4.0,10.0,13,2.0,3.0,6.0,7.0,5
21,60898,62394,Ascent,6164,7044,Radiance,Brolympics eSports,1,2.0,0.0,5.0,9.0,13,4.0,3.0,3.0,6.0,3
25,60912,62399,Icebox,7045,7047,Salt and Vinegar,Mugiwara,1,2.0,2.0,6.0,14.0,13,2.0,3.0,4.0,15.0,11
26,60913,62399,Split,7045,7047,Salt and Vinegar,Mugiwara,1,3.0,0.0,3.0,12.0,13,3.0,2.0,5.0,8.0,5
29,60862,62173,Icebox,6384,4807,Clarity Esports,Team Arrow,1,2.0,0.0,5.0,9.0,13,3.0,2.0,5.0,6.0,3
30,60863,62173,Haven,6384,4807,Clarity Esports,Team Arrow,1,3.0,1.0,2.0,12.0,13,2.0,3.0,8.0,5.0,5
31,60876,62354,Haven,4829,5997,Team Valor,FS Esports ,1,3.0,1.0,2.0,15.0,13,3.0,1.0,5.0,12.0,8
32,60877,62354,Icebox,4829,5997,Team Valor,FS Esports ,2,3.0,0.0,7.0,14.0,11,3.0,2.0,7.0,12.0,13
33,60878,62354,Split,4829,5997,Team Valor,FS Esports ,1,3.0,0.0,5.0,16.0,13,3.0,2.0,9.0,10.0,11
36,60859,62172,Breeze,4809,6477,Team Exploit,Fear Legends,1,3.0,2.0,2.0,14.0,13,3.0,2.0,4.0,12.0,8
37,60860,62172,Fracture,4809,6477,Team Exploit,Fear Legends,1,2.0,2.0,5.0,14.0,13,4.0,2.0,2.0,15.0,10
38,60779,62071,Ascent,6799,6982,Goodfellas Gaming,Nine Esport,1,2.0,1.0,7.0,9.0,13,4.0,2.0,3.0,10.0,6
39,60780,62071,Haven,6799,6982,Goodfellas Gaming,Nine Esport,1,2.0,0.0,4.0,9.0,13,3.0,3.0,4.0,5.0,2
40,60807,62085,Haven,4150,623,South Built Esports,Sharper Esport,2,4.0,1.0,3.0,11.0,6,2.0,0.0,6.0,11.0,13
41,60808,62085,Split,4150,623,South Built Esports,Sharper Esport,1,2.0,2.0,5.0,9.0,13,4.0,2.0,3.0,9.0,5
42,60801,62082,Bind,6389,6844,Bren Esports,shiba n the homies,2,3.0,1.0,6.0,12.0,9,4.0,0.0,4.0,14.0,13
43,60802,62082,Haven,6389,6844,Bren Esports,shiba n the homies,1,4.0,2.0,3.0,15.0,13,2.0,3.0,4.0,15.0,11
44,60789,62076,Ascent,4325,6807,CERBERUS Esports,W Key,1,3.0,0.0,2.0,10.0,13,3.0,2.0,5.0,5.0,2
45,60790,62076,Bind,4325,6807,CERBERUS Esports,W Key,1,2.0,0.0,3.0,9.0,13,3.0,3.0,4.0,4.0,1
46,60805,62084,Haven,4150,388,South Built Esports,DivisionX Gaming,2,3.0,3.0,3.0,12.0,8,3.0,2.0,3.0,13.0,13
47,60806,62084,Bind,4150,388,South Built Esports,DivisionX Gaming,1,4.0,0.0,2.0,16.0,13,3.0,1.0,8.0,10.0,9
48,60775,62069,Icebox,466,6799,BOOM Esports,Goodfellas Gaming,1,3.0,0.0,2.0,12.0,13,3.0,3.0,3.0,8.0,4
49,60776,62069,Breeze,466,6799,BOOM Esports,Goodfellas Gaming,1,4.0,0.0,1.0,13.0,13,2.0,4.0,7.0,5.0,5
50,60687,61811,Breeze,642,6817,Luminosity,ex-FLICKBAITERS,1,2.0,0.0,3.0,9.0,13,3.0,3.0,3.0,5.0,1
51,60688,61811,Icebox,642,6817,Luminosity,ex-FLICKBAITERS,2,4.0,1.0,4.0,11.0,7,2.0,2.0,5.0,11.0,13
52,60689,61811,Ascent,642,6817,Luminosity,ex-FLICKBAITERS,1,3.0,0.0,4.0,9.0,13,3.0,3.0,6.0,4.0,3
53,60681,61809,Icebox,468,642,Renegades,Luminosity,2,3.0,3.0,4.0,8.0,5,3.0,0.0,3.0,12.0,13
54,60682,61809,Haven,468,642,Renegades,Luminosity,1,3.0,1.0,3.0,13.0,13,3.0,1.0,6.0,10.0,7
55,60683,61809,Bind,468,642,Renegades,Luminosity,2,3.0,2.0,4.0,15.0,11,3.0,2.0,3.0,16.0,13
56,60684,61810,Icebox,6817,6198,ex-FLICKBAITERS,Knights Academy,2,3.0,2.0,5.0,16.0,12,3.0,2.0,2.0,19.0,14
57,60685,61810,Ascent,6817,6198,ex-FLICKBAITERS,Knights Academy,1,4.0,1.0,0.0,19.0,13,2.0,4.0,5.0,13.0,11
58,60686,61810,Breeze,6817,6198,ex-FLICKBAITERS,Knights Academy,1,2.0,1.0,7.0,12.0,13,3.0,4.0,2.0,13.0,9
59,60669,61805,Breeze,6164,468,Radiance,Renegades,2,4.0,2.0,5.0,15.0,12,3.0,0.0,7.0,16.0,14
60,60670,61805,Fracture,6164,468,Radiance,Renegades,1,2.0,3.0,8.0,15.0,15,4.0,1.0,3.0,20.0,13
61,60671,61805,Icebox,6164,468,Radiance,Renegades,2,2.0,3.0,7.0,5.0,4,2.0,0.0,4.0,11.0,13
65,60675,61807,Split,6817,4455,ex-FLICKBAITERS,Third Impact,1,4.0,3.0,4.0,11.0,13,3.0,3.0,5.0,11.0,9
66,60676,61807,Breeze,6817,4455,ex-FLICKBAITERS,Third Impact,2,3.0,1.0,5.0,15.0,11,2.0,2.0,5.0,15.0,13
67,60677,61807,Ascent,6817,4455,ex-FLICKBAITERS,Third Impact,1,4.0,0.0,3.0,16.0,13,3.0,2.0,7.0,11.0,10
68,58578,51964,Haven,1470,1471,NASR Esports,Team RA'AD,2,3.0,2.0,4.0,14.0,10,3.0,2.0,5.0,13.0,13
69,58579,51964,Ascent,1470,1471,NASR Esports,Team RA'AD,1,2.0,2.0,4.0,16.0,13,4.0,0.0,4.0,16.0,11
70,58580,51964,Split,1470,1471,NASR Esports,Team RA'AD,1,3.0,0.0,4.0,13.0,13,3.0,1.0,6.0,10.0,7
71,58581,51964,Fracture,1470,1471,NASR Esports,Team RA'AD,1,4.0,3.0,0.0,19.0,14,2.0,2.0,8.0,14.0,12
72,60645,61797,Breeze,6164,6856,Radiance,Icarus,1,3.0,0.0,4.0,10.0,13,2.0,2.0,6.0,7.0,4
73,60646,61797,Split,6164,6856,Radiance,Icarus,1,4.0,0.0,1.0,16.0,13,2.0,3.0,6.0,10.0,8
74,60648,61798,Icebox,3337,468,Team Basilisk,Renegades,1,2.0,2.0,4.0,11.0,13,4.0,1.0,2.0,12.0,6
75,60649,61798,Haven,3337,468,Team Basilisk,Renegades,2,4.0,2.0,2.0,9.0,4,2.0,0.0,4.0,11.0,13
76,60650,61798,Fracture,3337,468,Team Basilisk,Renegades,2,4.0,2.0,2.0,12.0,7,2.0,3.0,5.0,10.0,13
77,60651,61799,Ascent,1615,6045,Knights,Lenny Time,1,3.0,2.0,5.0,11.0,13,3.0,1.0,5.0,12.0,8
78,60652,61799,Haven,1615,6045,Knights,Lenny Time,1,3.0,2.0,6.0,13.0,13,3.0,1.0,5.0,15.0,11
79,60654,61800,Icebox,642,6020,Luminosity,Pho Real,1,3.0,0.0,2.0,10.0,13,3.0,2.0,4.0,6.0,2
80,60655,61800,Breeze,642,6020,Luminosity,Pho Real,1,2.0,0.0,4.0,10.0,13,4.0,2.0,3.0,7.0,3
81,60657,61801,Breeze,6817,6707,ex-FLICKBAITERS,Gifted,1,2.0,2.0,5.0,10.0,13,3.0,4.0,6.0,6.0,6
82,60658,61801,Haven,6817,6707,ex-FLICKBAITERS,Gifted,1,3.0,0.0,3.0,10.0,13,3.0,3.0,5.0,5.0,3
83,60666,61804,Haven,6198,6213,Knights Academy,Cloud9 Academy,1,4.0,1.0,2.0,14.0,13,3.0,4.0,4.0,10.0,8
84,60667,61804,Breeze,6198,6213,Knights Academy,Cloud9 Academy,1,3.0,1.0,3.0,10.0,13,3.0,0.0,7.0,7.0,4
85,60723,61936,Icebox,642,6707,Luminosity,Gifted,1,2.0,1.0,5.0,8.0,13,3.0,1.0,5.0,7.0,3
86,60729,61942,Ascent,1615,6986,Knights,Ex-Dallas Vendetta,1,2.0,1.0,3.0,11.0,13,3.0,2.0,5.0,7.0,4
89,60734,61947,Breeze,6817,6020,ex-FLICKBAITERS,Pho Real,1,3.0,1.0,3.0,13.0,13,4.0,2.0,4.0,10.0,7
90,60736,61949,Haven,6198,6934,Knights Academy,Minaweebs Money Crew,1,4.0,0.0,7.0,12.0,13,2.0,2.0,8.0,11.0,10
91,60709,61922,Bind,6164,6045,Radiance,Lenny Time,1,2.0,1.0,4.0,9.0,13,4.0,1.0,4.0,7.0,3
92,60710,61923,Ascent,3337,5444,Team Basilisk,Bait Academy,1,2.0,1.0,8.0,7.0,13,4.0,2.0,7.0,5.0,5
94,60718,61931,Ascent,6817,5038,ex-FLICKBAITERS,YFP Gaming,1,2.0,0.0,4.0,9.0,13,4.0,2.0,3.0,6.0,2
95,60720,61933,Icebox,6198,4455,Knights Academy,Third Impact,1,3.0,2.0,5.0,14.0,13,3.0,2.0,3.0,16.0,11
98,60704,61917,Haven,6198,6848,Knights Academy,Hugh Jass Construction,1,2.0,0.0,2.0,9.0,13,3.0,2.0,3.0,5.0,0
99,60592,61407,Breeze,6461,6817,Akrew,ex-FLICKBAITERS,1,3.0,1.0,4.0,16.0,13,3.0,1.0,6.0,14.0,11
100,60593,61407,Haven,6461,6817,Akrew,ex-FLICKBAITERS,1,2.0,1.0,8.0,15.0,14,4.0,1.0,6.0,15.0,12
101,60595,61408,Haven,6204,2348,Nemesis,VIRTUOSO,2,4.0,2.0,2.0,11.0,6,2.0,0.0,5.0,12.0,13
102,60596,61408,Bind,6204,2348,Nemesis,VIRTUOSO,1,3.0,0.0,4.0,12.0,13,3.0,2.0,5.0,9.0,6
103,60597,61408,Ascent,6204,2348,Nemesis,VIRTUOSO,1,2.0,2.0,5.0,15.0,13,3.0,1.0,8.0,12.0,11
104,60586,61405,Ascent,6461,6204,Akrew,Nemesis,1,3.0,1.0,4.0,13.0,13,3.0,0.0,8.0,10.0,8
105,60587,61405,Bind,6461,6204,Akrew,Nemesis,1,2.0,1.0,6.0,11.0,13,4.0,1.0,5.0,10.0,7
106,60574,61401,Icebox,6461,6213,Akrew,Cloud9 Academy,1,2.0,1.0,6.0,12.0,13,4.0,1.0,3.0,13.0,8
107,60575,61401,Haven,6461,6213,Akrew,Cloud9 Academy,1,2.0,0.0,5.0,10.0,13,4.0,2.0,3.0,8.0,4
108,60580,61403,Icebox,6164,2348,Radiance,VIRTUOSO,1,3.0,1.0,2.0,14.0,13,4.0,2.0,5.0,9.0,7
109,60581,61403,Bind,6164,2348,Radiance,VIRTUOSO,2,2.0,2.0,9.0,10.0,10,4.0,2.0,2.0,15.0,13
110,60582,61403,Split,6164,2348,Radiance,VIRTUOSO,2,3.0,3.0,1.0,14.0,8,2.0,2.0,6.0,11.0,13
111,60562,61397,Bind,6164,6651,Radiance,ex-Limit,1,2.0,0.0,4.0,9.0,13,4.0,2.0,3.0,6.0,2
112,60563,61397,Fracture,6164,6651,Radiance,ex-Limit,1,3.0,2.0,5.0,13.0,13,3.0,2.0,9.0,9.0,10
116,60559,61396,Haven,5832,6204,Zero MarksMen Black,Nemesis,2,4.0,2.0,3.0,17.0,12,4.0,2.0,3.0,17.0,14
117,60560,61396,Bind,5832,6204,Zero MarksMen Black,Nemesis,1,2.0,1.0,4.0,13.0,13,3.0,2.0,4.0,11.0,7
118,60561,61396,Icebox,5832,6204,Zero MarksMen Black,Nemesis,2,4.0,1.0,3.0,15.0,10,2.0,1.0,6.0,14.0,13
122,60553,61394,Breeze,6213,6992,Cloud9 Academy,CLB,1,2.0,0.0,4.0,11.0,13,3.0,2.0,8.0,4.0,4
123,60554,61394,Haven,6213,6992,Cloud9 Academy,CLB,1,2.0,2.0,7.0,12.0,13,2.0,1.0,9.0,11.0,10
124,60571,61400,Breeze,6817,6451,ex-FLICKBAITERS,Built By Gamers Academy,1,3.0,1.0,2.0,18.0,13,3.0,4.0,3.0,14.0,11
125,60572,61400,Icebox,6817,6451,ex-FLICKBAITERS,Built By Gamers Academy,1,3.0,1.0,6.0,14.0,13,3.0,3.0,5.0,13.0,11
128,60519,61372,Ascent,6148,6707,Project A,Gifted,1,2.0,0.0,6.0,10.0,13,5.0,1.0,4.0,8.0,5
129,60520,61372,Bind,6148,6707,Project A,Gifted,1,3.0,1.0,2.0,12.0,13,3.0,3.0,4.0,8.0,5
130,60526,61377,Ascent,2139,4647,303 Esports,CoT,1,3.0,1.0,3.0,14.0,13,3.0,3.0,4.0,11.0,8
131,60527,61377,Haven,2139,4647,303 Esports,CoT,2,4.0,0.0,7.0,9.0,7,2.0,1.0,5.0,12.0,13
132,60528,61377,Bind,2139,4647,303 Esports,CoT,2,3.0,3.0,4.0,6.0,3,3.0,0.0,4.0,9.0,13
136,60505,61362,Icebox,2378,6991,SUPER SQUAD,Rose,1,2.0,0.0,7.0,7.0,13,4.0,2.0,3.0,7.0,3
137,60506,61362,Haven,2378,6991,SUPER SQUAD,Rose,1,2.0,0.0,6.0,10.0,13,3.0,0.0,9.0,6.0,5
138,60512,61367,Breeze,6990,3748,LFTval,Team Reckaroo,1,2.0,2.0,6.0,14.0,13,3.0,1.0,5.0,15.0,11
139,60513,61367,Haven,6990,3748,LFTval,Team Reckaroo,2,3.0,2.0,5.0,20.0,14,3.0,1.0,7.0,19.0,16
140,60514,61367,Bind,6990,3748,LFTval,Team Reckaroo,2,3.0,3.0,2.0,12.0,7,3.0,0.0,4.0,13.0,13
141,60533,61382,Ascent,6992,6782,CLB,Up Next,1,3.0,0.0,8.0,10.0,13,3.0,1.0,7.0,10.0,8
142,60534,61382,Bind,6992,6782,CLB,Up Next,1,2.0,0.0,4.0,11.0,13,3.0,0.0,9.0,5.0,4
143,60540,61387,Ascent,6451,6912,Built By Gamers Academy,Bully Hunters,1,2.0,2.0,5.0,14.0,13,5.0,1.0,3.0,14.0,10
144,60541,61387,Breeze,6451,6912,Built By Gamers Academy,Bully Hunters,1,2.0,0.0,5.0,9.0,13,3.0,1.0,8.0,4.0,3
145,60547,61392,Ascent,6204,6989,Nemesis,Iconic,1,2.0,0.0,10.0,18.0,16,4.0,1.0,3.0,22.0,14
146,60548,61392,Breeze,6204,6989,Nemesis,Iconic,1,2.0,0.0,3.0,10.0,13,3.0,2.0,4.0,6.0,2
147,60496,61355,Haven,6461,4529,Akrew,IlluZion,1,3.0,1.0,3.0,13.0,13,3.0,3.0,4.0,10.0,7
148,60503,61360,Breeze,6164,2378,Radiance,SUPER SQUAD,1,2.0,1.0,6.0,11.0,13,4.0,2.0,1.0,13.0,7
149,60504,61361,Haven,6991,6388,Rose,ValorsGG,1,3.0,1.0,3.0,17.0,13,3.0,2.0,4.0,15.0,11
150,60517,61370,Haven,5444,6148,Bait Academy,Project A,1,3.0,2.0,5.0,13.0,13,3.0,2.0,7.0,11.0,10
151,60524,61375,Split,6213,2139,Cloud9 Academy,303 Esports,1,3.0,2.0,3.0,11.0,13,3.0,3.0,6.0,7.0,6
152,60531,61380,Ascent,2348,6992,VIRTUOSO,CLB,1,2.0,2.0,3.0,12.0,13,3.0,2.0,8.0,6.0,6
154,60545,61390,Icebox,6817,6204,ex-FLICKBAITERS,Nemesis,1,2.0,1.0,5.0,11.0,13,3.0,2.0,3.0,11.0,6
155,60494,61353,Haven,6461,6679,Akrew,Disciples ,1,3.0,0.0,4.0,13.0,13,4.0,3.0,4.0,9.0,7
156,60495,61354,Haven,4529,6651,IlluZion,ex-Limit,1,2.0,0.0,4.0,10.0,13,4.0,2.0,3.0,7.0,3
158,60502,61359,Bind,2378,6388,SUPER SQUAD,ValorsGG,1,3.0,1.0,4.0,11.0,13,4.0,2.0,0.0,13.0,6
159,60515,61368,Breeze,5444,5457,Bait Academy,Valkyrie,1,3.0,0.0,2.0,11.0,13,3.0,0.0,7.0,6.0,3
160,60516,61369,Icebox,6148,6707,Project A,Gifted,1,4.0,1.0,3.0,14.0,13,2.0,3.0,5.0,12.0,9
161,60522,61373,Icebox,6213,6848,Cloud9 Academy,Hugh Jass Construction,1,3.0,1.0,4.0,14.0,13,3.0,1.0,6.0,12.0,9
163,60530,61379,Ascent,6992,6986,CLB,Ex-Dallas Vendetta,1,4.0,0.0,2.0,13.0,13,3.0,2.0,6.0,8.0,6
164,60536,61383,Ascent,6451,5601,Built By Gamers Academy,Nightblood Gaming,1,4.0,1.0,1.0,15.0,13,2.0,2.0,8.0,9.0,8
165,60537,61384,Breeze,5832,6912,Zero MarksMen Black,Bully Hunters,1,2.0,1.0,3.0,11.0,13,4.0,3.0,3.0,7.0,4
166,60543,61388,Ascent,6817,6664,ex-FLICKBAITERS,Oni Fans,1,3.0,1.0,3.0,15.0,13,3.0,5.0,4.0,10.0,9
167,60544,61389,Haven,6204,6989,Nemesis,Iconic,1,2.0,0.0,6.0,14.0,13,4.0,1.0,5.0,12.0,9
168,60613,61445,Ascent,5997,4829,FS Esports ,Team Valor,1,3.0,3.0,3.0,18.0,14,4.0,2.0,4.0,17.0,13
169,60614,61445,Haven,5997,4829,FS Esports ,Team Valor,1,2.0,1.0,7.0,10.0,13,3.0,1.0,6.0,10.0,7
170,60432,61250,Haven,6144,4455,The Mafia,Third Impact,1,3.0,1.0,4.0,16.0,13,3.0,3.0,6.0,12.0,11
171,60433,61250,Icebox,6144,4455,The Mafia,Third Impact,2,4.0,3.0,3.0,10.0,7,2.0,2.0,6.0,10.0,13
172,60434,61250,Breeze,6144,4455,The Mafia,Third Impact,1,3.0,0.0,5.0,14.0,13,3.0,1.0,5.0,13.0,9
173,60420,61246,Split,6144,6213,The Mafia,Cloud9 Academy,1,2.0,0.0,7.0,8.0,13,4.0,1.0,5.0,7.0,4
174,60421,61246,Haven,6144,6213,The Mafia,Cloud9 Academy,1,3.0,1.0,5.0,19.0,15,3.0,1.0,5.0,19.0,13
175,60423,61247,Breeze,5444,4455,Bait Academy,Third Impact,2,4.0,2.0,2.0,12.0,7,2.0,1.0,5.0,12.0,13
176,60424,61247,Haven,5444,4455,Bait Academy,Third Impact,1,3.0,2.0,5.0,13.0,13,2.0,3.0,7.0,11.0,10
177,60425,61247,Split,5444,4455,Bait Academy,Third Impact,2,3.0,1.0,5.0,15.0,11,3.0,2.0,7.0,12.0,13
180,60429,61249,Ascent,6451,6478,Built By Gamers Academy,ex-Serenity Black,1,2.0,4.0,6.0,14.0,14,4.0,2.0,3.0,17.0,12
181,60430,61249,Icebox,6451,6478,Built By Gamers Academy,ex-Serenity Black,1,2.0,2.0,4.0,12.0,13,3.0,3.0,4.0,10.0,7
182,60443,61290,Breeze,4330,6776,Fancy United Esports,The Meaps,1,2.0,0.0,5.0,8.0,13,3.0,3.0,4.0,5.0,2
183,60444,61290,Haven,4330,6776,Fancy United Esports,The Meaps,1,3.0,0.0,3.0,12.0,13,5.0,2.0,5.0,6.0,5
189,60405,61241,Breeze,2348,4455,VIRTUOSO,Third Impact,1,2.0,2.0,6.0,14.0,13,4.0,1.0,3.0,16.0,11
190,60406,61241,Haven,2348,4455,VIRTUOSO,Third Impact,2,3.0,2.0,7.0,9.0,8,3.0,1.0,5.0,12.0,13
191,60407,61241,Split,2348,4455,VIRTUOSO,Third Impact,2,2.0,2.0,9.0,15.0,13,4.0,1.0,2.0,21.0,15
195,60414,61244,Haven,6451,6417,Built By Gamers Academy,Fluid Gaming,1,3.0,1.0,6.0,16.0,14,3.0,2.0,4.0,17.0,12
196,60415,61244,Breeze,6451,6417,Built By Gamers Academy,Fluid Gaming,1,3.0,1.0,3.0,14.0,13,3.0,2.0,3.0,13.0,8
197,60417,61245,Haven,6478,6045,ex-Serenity Black,Lenny Time,1,2.0,3.0,6.0,13.0,13,3.0,3.0,4.0,14.0,11
198,60418,61245,Ascent,6478,6045,ex-Serenity Black,Lenny Time,1,4.0,2.0,2.0,22.0,16,3.0,3.0,4.0,20.0,14
199,60481,61337,Ascent,6144,6388,The Mafia,ValorsGG,1,2.0,1.0,4.0,11.0,13,3.0,2.0,5.0,8.0,5
200,60487,61343,Bind,6213,2139,Cloud9 Academy,303 Esports,1,3.0,0.0,4.0,10.0,13,4.0,1.0,4.0,8.0,4
201,60488,61344,Ascent,6451,6707,Built By Gamers Academy,Gifted,1,3.0,0.0,3.0,16.0,13,3.0,3.0,3.0,13.0,9
202,60472,61328,Haven,6451,4455,Built By Gamers Academy,Third Impact,1,3.0,2.0,2.0,15.0,13,3.0,2.0,3.0,14.0,9
203,60477,61333,Ascent,2348,6651,VIRTUOSO,ex-Limit,1,3.0,0.0,2.0,11.0,13,3.0,3.0,4.0,6.0,3
204,60451,61307,Ascent,5832,5482,Zero MarksMen Black,Kowareta,1,2.0,2.0,4.0,12.0,13,3.0,2.0,6.0,9.0,7
205,60452,61308,Breeze,6986,5038,Ex-Dallas Vendetta,YFP Gaming,1,2.0,2.0,7.0,12.0,13,4.0,1.0,2.0,16.0,10
206,60455,61311,Haven,6148,6213,Project A,Cloud9 Academy,1,2.0,2.0,3.0,16.0,13,3.0,1.0,3.0,16.0,10
209,60441,61288,Breeze,4330,4324,Fancy United Esports,FEARUS,1,3.0,0.0,4.0,12.0,13,4.0,2.0,3.0,10.0,6
210,60621,61288,Split,4330,4324,Fancy United Esports,FEARUS,1,3.0,0.0,3.0,12.0,13,4.0,2.0,6.0,6.0,5
211,60442,61289,Bind,6776,4860,The Meaps,DOMINUS,1,2.0,1.0,6.0,6.0,13,3.0,2.0,5.0,5.0,2
212,60623,61289,Ascent,6776,4860,The Meaps,DOMINUS,1,3.0,0.0,4.0,11.0,13,5.0,1.0,5.0,7.0,5
213,60604,61412,Icebox,1471,6994,Team RA'AD,wafflemakers,1,2.0,2.0,7.0,11.0,13,3.0,2.0,2.0,15.0,9
214,60605,61412,Split,1471,6994,Team RA'AD,wafflemakers,2,3.0,1.0,5.0,14.0,10,3.0,2.0,4.0,14.0,13
215,60606,61412,Ascent,1471,6994,Team RA'AD,wafflemakers,1,2.0,2.0,6.0,10.0,13,4.0,3.0,1.0,12.0,7
216,60607,61413,Ascent,6085,6993,3BL Esports,Dark Tempest,1,2.0,0.0,4.0,9.0,13,3.0,2.0,4.0,6.0,2
217,60608,61413,Haven,6085,6993,3BL Esports,Dark Tempest,1,2.0,0.0,4.0,10.0,13,5.0,1.0,5.0,5.0,3
226,60355,61047,Ascent,6776,6970,The Meaps,Take It Easy,2,3.0,3.0,5.0,13.0,11,3.0,1.0,3.0,17.0,13
227,60356,61047,Haven,6776,6970,The Meaps,Take It Easy,1,4.0,1.0,3.0,16.0,13,3.0,0.0,11.0,10.0,11
228,60357,61047,Breeze,6776,6970,The Meaps,Take It Easy,1,2.0,1.0,4.0,16.0,13,4.0,3.0,3.0,13.0,10
229,59464,58500,Haven,918,879,Global Esports,Todak,1,3.0,1.0,4.0,15.0,13,3.0,3.0,5.0,12.0,10
230,59465,58500,Fracture,918,879,Global Esports,Todak,1,2.0,2.0,4.0,9.0,13,4.0,3.0,2.0,8.0,4
231,59466,58500,Ascent,918,879,Global Esports,Todak,1,2.0,1.0,4.0,11.0,13,3.0,4.0,5.0,6.0,5
232,60352,61046,Ascent,4324,6967,FEARUS,Homies Nexus,1,2.0,0.0,3.0,9.0,13,3.0,3.0,2.0,6.0,1
233,60353,61046,Icebox,4324,6967,FEARUS,Homies Nexus,1,3.0,0.0,1.0,12.0,13,3.0,3.0,4.0,6.0,3
234,60290,60970,Split,6534,2908,Fire Flux Young,Thunderbolts Gaming,2,2.0,2.0,6.0,13.0,10,3.0,4.0,4.0,12.0,13
235,60291,60970,Bind,6534,2908,Fire Flux Young,Thunderbolts Gaming,2,3.0,2.0,5.0,7.0,4,3.0,0.0,3.0,11.0,13
236,60292,60970,Ascent,6534,2908,Fire Flux Young,Thunderbolts Gaming,1,3.0,1.0,2.0,15.0,13,4.0,3.0,3.0,11.0,8
237,60293,60970,Icebox,6534,2908,Fire Flux Young,Thunderbolts Gaming,1,2.0,1.0,5.0,9.0,13,4.0,2.0,3.0,8.0,4
238,60294,60970,Breeze,6534,2908,Fire Flux Young,Thunderbolts Gaming,1,5.0,0.0,2.0,14.0,13,2.0,3.0,6.0,10.0,8
242,60282,60968,Fracture,2908,6392,Thunderbolts Gaming,Eternal Fire,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
243,60283,60968,Ascent,2908,6392,Thunderbolts Gaming,Eternal Fire,2,5.0,0.0,2.0,15.0,9,2.0,3.0,7.0,10.0,13
244,60284,60968,Icebox,2908,6392,Thunderbolts Gaming,Eternal Fire,1,3.0,0.0,3.0,13.0,13,4.0,1.0,4.0,10.0,6
245,60279,60967,Split,4696,6092,Surreal Esports,Regnum Carya Esports,1,2.0,2.0,5.0,11.0,13,3.0,3.0,7.0,7.0,7
246,60280,60967,Breeze,4696,6092,Surreal Esports,Regnum Carya Esports,1,4.0,2.0,3.0,17.0,14,3.0,1.0,5.0,17.0,12
247,59387,56828,Ascent,5366,6899,Action PH,Fallen5,1,3.0,3.0,4.0,13.0,13,3.0,2.0,3.0,15.0,10
