No,MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
6996,2551,2020-09-11 12:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",124,Happy Birthday Cup,Tournament: Quarterfinals,108,408,forZe,Team123,2,1
6997,2407,2020-09-11 09:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",116,BLAST Twitch Invitational,Tournament: Semifinals,257,3,G2 Esports,Ninjas in Pyjamas,2,0
6999,2152,2020-09-11 07:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Lower Round 1,669,513,REVIVE,BlackBird Ignis,1,2
7000,2159,2020-09-11 02:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Lower Round 2,277,650,Crazy Raccoon,Connect Gaming,2,1
7002,2474,2020-09-10 21:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group B,468,3597,Renegades,Noble,1,0
7003,2489,2020-09-10 21:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group D,674,502,Spacestation Gaming,Shiba,1,0
7004,2490,2020-09-10 21:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group D,637,631,Rise,beastcoast,1,0
7006,2487,2020-09-10 20:25:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group D,674,631,Spacestation Gaming,beastcoast,1,0
7008,2469,2020-09-10 19:20:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group B,423,3597,Mamba Mode Gaming,Noble,1,0
7009,2444,2020-09-10 19:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",118,AORUS League BR ,#1: Group B,425,420,Team oNe,Team Vikings,1,0
7010,2468,2020-09-10 18:20:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group B,468,790,Renegades,Up For Sale,1,0
7011,2483,2020-09-10 18:20:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group D,791,502,Gonzo Gaming,Shiba,1,0
7013,2463,2020-09-10 16:25:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group A,216,302,China Nguyen,Spot Up,1,0
7014,2480,2020-09-10 16:25:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group C,642,743,Luminosity,L8R Bot,1,0
7015,2462,2020-09-10 15:10:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group A,216,534,China Nguyen,Second Wind,1,0
7016,2476,2020-09-10 14:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",96,Pulse Series,Tournament: Group C,473,743,Built By Gamers,L8R Bot,1,0
7017,1942,2020-09-10 09:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",91,Mildom Masters,Tournament: Round 4,279,283,Absolute JUPITER,Sengoku Gaming,1,0
7018,1941,2020-09-10 08:20:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",91,Mildom Masters,Tournament: Round 4,516,183,FAV gaming,SunSister Rapid,1,0
7020,2145,2020-09-10 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Quarterfinals,277,278,Crazy Raccoon,DetonatioN Gaming White,1,2
7023,2443,2020-09-09 20:10:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",118,AORUS League BR ,#1: Group A,495,581,Fusion Fraggers,Liberty ,1,0
7025,2270,2020-09-09 18:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",99,W Click Pro Series Invitational,Tournament: Grand Final,368,679,Estral Esports,Aion Esports,3,0
7026,2373,2020-09-09 15:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Semifinals,547,647,ex-Giants Gaming,Team 28,2,0
7027,2372,2020-09-09 13:10:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Semifinals,735,740,PLAYMAKERS,Sicko Mode,1,2
7029,2371,2020-09-09 11:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Quarterfinals,735,683,PLAYMAKERS,ZEROZONE,1,0
7030,2144,2020-09-09 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Quarterfinals,516,183,FAV gaming,SunSister Rapid,1,2
7031,2155,2020-09-09 02:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Lower Round 1,263,514,AVALON Gaming,Ark5,2,0
7032,2366,2020-09-08 14:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,739,736,YUMPERIGO,Eternal,1,0
7033,2367,2020-09-08 14:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,647,703,Team 28,Wizards Club,1,0
7034,2364,2020-09-08 13:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,547,737,ex-Giants Gaming,Omega Esports,1,0
7036,2362,2020-09-08 12:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,548,700,Wygers,COMETA TEAM,1,0
7037,2363,2020-09-08 12:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,740,738,Sicko Mode,Dead Rabbits,1,0
7038,2360,2020-09-08 11:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,735,697,PLAYMAKERS,Fekyx Esports,1,0
7039,2361,2020-09-08 11:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",111,Desafío Legión,Tournament: Round of 16,683,353,ZEROZONE,B7 Warriors,1,0
7040,2143,2020-09-08 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,104,514,REJECT,Ark5,2,0
7043,2142,2020-09-07 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,283,263,Sengoku Gaming,AVALON Gaming,2,0
7044,2269,2020-09-06 20:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",99,W Click Pro Series Invitational,Tournament: Lower Final,679,362,Aion Esports,Rebirth Esports,2,1
7045,2213,2020-09-06 16:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",83,Rivals Contenders,Tournament: Quarterfinals,419,584,TERROR.NET,Furacão BLACK,2,1
7046,2303,2020-09-06 14:25:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",81,GLX Elite Series,EU Battle #6: Grand Final,478,400,Lunaris,flawless,2,1
7047,2301,2020-09-06 12:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",81,GLX Elite Series,EU Battle #6: Semifinals,478,439,Lunaris,Opportunists,2,0
7048,2302,2020-09-06 12:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",81,GLX Elite Series,EU Battle #6: Semifinals,400,683,flawless,ZEROZONE,2,0
7050,2295,2020-09-06 11:10:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",81,GLX Elite Series,EU Battle #6: Quarterfinals,439,605,Opportunists,YourBunnyWrote,1,0
7053,3921,2020-09-06 06:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group D,805,1120,ex-O2 Gaming,EDward Gaming,1,0
7054,3923,2020-09-06 03:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group D,809,805,eStar Gaming,ex-O2 Gaming,1,0
7056,2211,2020-09-05 16:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",83,Rivals Contenders,Tournament: Quarterfinals,526,420,FAKEZIN,Team Vikings,2,0
7057,3914,2020-09-05 06:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group C,804,1121,Royal Never Give Up,Infantry,1,0
7058,3912,2020-09-05 05:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group C,804,1108,Royal Never Give Up,LGD Gaming,1,0
7059,2141,2020-09-04 09:15:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,279,204,Absolute JUPITER,CYCLOPS athlete gaming,2,1
7060,3906,2020-09-04 06:25:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group B,278,1119,DetonatioN Gaming White,All Gamers,1,0
7061,2140,2020-09-04 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,282,650,SCARZ,Connect Gaming,2,1
7063,2153,2020-09-04 02:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Lower Round 1,205,262,DeToNator,AKIHABARA ENCOUNT,2,0
7064,2282,2020-09-03 21:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",108,Valorant Versus,North Tournament: Group B,726,371,MeT,Atheris Esports,1,0
7065,2217,2020-09-03 18:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",99,W Click Pro Series Invitational,Tournament: Upper Semifinals,360,679,Undead Gaming,Aion Esports,1,2
7066,2249,2020-09-03 15:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",106,Polish Open #FRAMESWINGAMES,Tournament: Grand Final,323,579,THOSE GUYS,Entropiq,1,2
7067,2250,2020-09-03 15:30:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",106,Polish Open #FRAMESWINGAMES,Tournament: Consolation Final,708,546,ciszej,Project D,2,0
7068,2244,2020-09-03 11:15:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",106,Polish Open #FRAMESWINGAMES,Tournament: Semifinals,323,708,THOSE GUYS,ciszej,2,1
7069,2246,2020-09-03 11:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",107,LVP FPS All-Star,Tournament: Semifinals,547,715,Fire in the hole(ex-Giants Gaming),Pochinki Predators,2,0
7070,1937,2020-09-03 08:20:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",91,Mildom Masters,Tournament: Round 3,279,204,Absolute JUPITER,CYCLOPS athlete gaming,1,0
7071,2138,2020-09-03 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,513,278,BlackBird Ignis,DetonatioN Gaming White,1,2
7072,3902,2020-09-03 06:00:00,"Patch 1.07Sage, Killjoy, and shotgun nerfsViper, Breach, and Vandal buffs ",123,Huya Summer Festival,Group Stage: Group A,732,733,EFuture,FS Gaming,1,0
7073,2242,2020-09-02 14:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,107,LVP FPS All-Star,Tournament: Quarterfinals,547,711,Fire in the hole(ex-Giants Gaming),The Mandalorian,2,0
7074,2240,2020-09-02 10:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,107,LVP FPS All-Star,Tournament: Quarterfinals,712,714,Wombocombo Team,Builders,2,1
7075,2137,2020-09-02 06:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,98,A.W. EXTREME MASTERS Pro Invitational,Tournament: Upper Bracket Round 1,277,669,Crazy Raccoon,REVIVE,2,0
7077,2183,2020-08-31 10:10:00,Patch 1.06Nerfs to shotguns and blinding effects ,104,Polish Invitational,Tournament: Semifinal,662,579,Hajty,Entropiq,2,1
7078,2170,2020-08-30 18:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Grand Final,2,427,Sentinels,Envy,3,0
7081,2176,2020-08-30 13:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,79,Nicecactus Summer Trophy #1,Main Event: Semifinals,110,504,FishkaVTom,Totem Providence,2,1
7082,2312,2020-08-30 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Quarterfinals,88,608,AERIS,KABAHbl,1,0
7083,2313,2020-08-30 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Quarterfinals,579,491,Entropiq,MINUS 149(mercenaries),1,0
7085,2171,2020-08-30 08:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,79,Nicecactus Summer Trophy #1,Main Event: Quarterfinals,545,686,ISOL-BULIL,Megastitut,2,1
7086,2134,2020-08-29 20:55:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Upper Final,188,2,Cloud9,Sentinels,1,2
7087,2133,2020-08-29 17:45:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Lower Round 1,427,632,Envy,Dignitas,2,1
7088,2131,2020-08-29 14:10:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Upper Semifinals,188,427,Cloud9,Envy,2,1
7089,2125,2020-08-29 13:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Semifinals,257,628,G2 Esports,FunPlus Phoenix,2,0
7090,2132,2020-08-29 12:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Upper Semifinals,2,632,Sentinels,Dignitas,2,0
7091,2307,2020-08-29 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Round of 16,491,494,MINUS 149(mercenaries),Team666,1,0
7092,2308,2020-08-29 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Round of 16,487,745,Dia De Los Muertos,INGREENWETRUST,1,0
7093,2309,2020-08-29 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Round of 16,488,746,tyeasy,w6,1,0
7094,2310,2020-08-29 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,81,GLX Elite Series,EU Battle #5: Round of 16,548,574,Wygers,SPARX Esports,1,0
7095,2124,2020-08-29 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Semifinals,3,377,Ninjas in Pyjamas,bonk,1,2
7096,2101,2020-08-28 15:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Decider (A),632,106,Dignitas,TSM,2,1
7097,2120,2020-08-28 14:40:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Quarterfinals,628,681,FunPlus Phoenix,SKADE,2,0
7098,2121,2020-08-28 14:40:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Quarterfinals,257,529,G2 Esports,Rix.GG,2,0
7099,2122,2020-08-28 14:40:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Quarterfinals,377,655,bonk,Project SW,2,0
7100,2123,2020-08-28 14:40:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Playoffs: Quarterfinals,3,472,Ninjas in Pyjamas,BIG,2,0
7101,2118,2020-08-28 13:35:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Decider (C),472,50,BIG,need more DM,1,0
7102,2116,2020-08-28 12:55:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Decider (A),529,547,Rix.GG,ex-Giants Gaming,1,0
7103,2108,2020-08-28 11:25:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Winner's (A),3,529,Ninjas in Pyjamas,Rix.GG,1,0
7104,2110,2020-08-28 11:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Winner's (C),257,50,G2 Esports,need more DM,1,0
7106,2113,2020-08-28 11:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Elimination (B),681,2048,SKADE,Prodigy,1,0
7107,2075,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (A),3,562,Ninjas in Pyjamas,Inferno,1,0
7108,2076,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (A),529,547,Rix.GG,ex-Giants Gaming,1,0
7109,2077,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (B),474,681,Team Liquid,SKADE,1,0
7111,2079,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (C),257,42,G2 Esports,Valorando,1,0
7112,2081,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (D),628,324,FunPlus Phoenix,Wave Esports,1,0
7113,2082,2020-08-28 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,89,LVL Clash 2,Group Stage: Opening (D),397,655,BBL Esports,Project SW,1,0
7114,2074,2020-08-27 20:35:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Winner's (B),2,103,Sentinels,Immortals,2,0
7115,2073,2020-08-27 14:30:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Elimination (B),427,14,Envy,T1,2,1
7117,1933,2020-08-27 08:20:00,Patch 1.06Nerfs to shotguns and blinding effects ,91,Mildom Masters,Tournament: Round 2,204,183,CYCLOPS athlete gaming,SunSister Rapid,1,0
7118,1932,2020-08-27 07:05:00,Patch 1.06Nerfs to shotguns and blinding effects ,91,Mildom Masters,Tournament: Round 2,279,104,Absolute JUPITER,REJECT,1,0
7119,2063,2020-08-26 19:50:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Opening (B),103,14,Immortals,T1,2,0
7120,2062,2020-08-26 17:35:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Opening (B),2,427,Sentinels,Envy,2,0
7121,2056,2020-08-26 14:25:00,Patch 1.06Nerfs to shotguns and blinding effects ,86,Pop Flash Invitational,Tournament: Opening (A),17,188,Gen.G,Cloud9,1,2
7122,2349,2020-08-26 13:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Semifinals,547,734,ex-Giants Gaming,Avocados Team,1,0
7123,2345,2020-08-26 12:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Quarterfinals,353,767,B7 Warriors,AIMØNYMOUS,1,0
7124,2027,2020-08-25 20:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,83,Rivals Contenders,Tournament: Group A,419,520,TERROR.NET,Virtue Gaming,1,0
7125,2340,2020-08-25 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Round of 16,757,761,Ravens EC,Feto Army,1,0
7126,2341,2020-08-25 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Round of 16,547,759,ex-Giants Gaming,Team Carencias,1,0
7127,2342,2020-08-25 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Round of 16,760,758,Club Decennium,Ecofraggers,1,0
7128,2343,2020-08-25 11:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#2: Round of 16,734,241,Avocados Team,Purple Cobras,1,0
7129,2029,2020-08-23 21:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,83,Rivals Contenders,Tournament: Group A,417,584,Black Dragons,Furacão BLACK,1,0
7130,2024,2020-08-23 19:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,83,Rivals Contenders,Tournament: Group B,526,587,FAKEZIN,Imposto é Roubo,1,0
7131,2055,2020-08-23 18:30:00,Patch 1.06Nerfs to shotguns and blinding effects ,90,VALORANT Zone Invitational #2,Playoffs: Super Final,419,425,TERROR.NET,Team oNe,2,0
7132,2020,2020-08-23 12:20:00,Patch 1.06Nerfs to shotguns and blinding effects ,90,VALORANT Zone Invitational #2,Playoffs: Finals,425,420,Team oNe,Team Vikings,2,0
7133,2230,2020-08-23 12:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,105,Guardianes GG Series,#4: Quarterfinals,404,700,team cotch,COMETA TEAM,1,0
7134,1976,2020-08-23 04:30:00,Patch 1.06Nerfs to shotguns and blinding effects ,84,Cyber Games Arena Pacific Open,Playoffs: Grand Finals,497,496,Attack All Around,ahq e-Sports Club,2,3
7135,2000,2020-08-23 01:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,84,Cyber Games Arena Pacific Open,Playoffs: Consolation Final,617,619,Team SMG,Only One Word,1,2
7136,2008,2020-08-22 17:30:00,Patch 1.06Nerfs to shotguns and blinding effects ,90,VALORANT Zone Invitational #2,Playoffs: Semifinals,425,648,Team oNe,VIMDOLOL,2,1
7137,2004,2020-08-22 15:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,94,24cyber ORCs Cup Weekly,#10: Quarterfinals,628,595,FunPlus Phoenix,AoeXe,2,1
7138,2009,2020-08-22 15:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,90,VALORANT Zone Invitational #2,Playoffs: Semifinals,420,523,Team Vikings,Team Tixinha,2,0
7140,1992,2020-08-22 12:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,90,VALORANT Zone Invitational #2,Group Stage: Group B,648,584,VIMDOLOL,Furacão BLACK,1,0
7141,2002,2020-08-22 10:15:00,Patch 1.06Nerfs to shotguns and blinding effects ,94,24cyber ORCs Cup Weekly,#10: Quarterfinals,110,77,FishkaVTom,DPE,1,2
7142,2001,2020-08-22 07:10:00,Patch 1.06Nerfs to shotguns and blinding effects ,94,24cyber ORCs Cup Weekly,#10: Quarterfinals,88,664,AERIS,MUTANTS,2,1
7143,1974,2020-08-22 01:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,84,Cyber Games Arena Pacific Open,Playoffs: Semifinals,617,497,Team SMG,Attack All Around,1,2
7144,1959,2020-08-21 10:10:00,Patch 1.06Nerfs to shotguns and blinding effects ,84,Cyber Games Arena Pacific Open,Playoffs: Quarterfinals,466,617,BOOM Esports,Team SMG,1,2
7145,1961,2020-08-21 02:00:00,Patch 1.06Nerfs to shotguns and blinding effects ,84,Cyber Games Arena Pacific Open,Playoffs: Quarterfinals,623,619,Sharper Esport,Only One Word,1,2
7146,1929,2020-08-20 08:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",91,Mildom Masters,Tournament: Round 1,283,650,Sengoku Gaming,Connect Gaming,1,0
7147,1928,2020-08-20 07:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",91,Mildom Masters,Tournament: Round 1,104,183,REJECT,SunSister Rapid,1,0
7148,1927,2020-08-20 06:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",91,Mildom Masters,Tournament: Round 1,279,282,Absolute JUPITER,SCARZ,1,0
7149,1830,2020-08-19 08:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group D,501,624,LEGENDs,Paper Rex,1,0
7150,1829,2020-08-19 07:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group D,622,617,ex-Thailand Attitude,Team SMG,1,0
7151,1823,2020-08-19 05:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group C,619,616,Only One Word,tAfz,1,0
7153,1817,2020-08-19 02:50:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group B,626,623,ex-Morph Team,Sharper Esport,1,0
7154,1816,2020-08-18 08:05:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group B,623,627,Sharper Esport,Team LZ,1,0
7155,1900,2020-08-18 07:30:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",71,Clan Masters,Clan Masters: Semifinals,510,567,No Mercy,VAC Kimchi,2,0
7156,1828,2020-08-18 07:05:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group D,622,501,ex-Thailand Attitude,LEGENDs,1,0
7157,1822,2020-08-18 06:10:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group C,618,619,fiVe,Only One Word,1,0
7158,1899,2020-08-18 05:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",71,Clan Masters,Clan Masters: Semifinals,198,509,DRX Vision Strikers,FA,2,0
7159,1826,2020-08-18 03:00:00,"Patch 1.05Added Killjoy, Deathmatch mode, Raze nerfs ",84,Cyber Games Arena Pacific Open,Group Stage: Group D,617,501,Team SMG,LEGENDs,1,0
